,two-yes,two-no,ya-ns,ys-na,Total,fileId,iId
209_0,0,0,2,0,2,209,0
209_1,2,0,0,0,2,209,1
209_2,1,0,0,1,2,209,2
209_3,2,0,0,0,2,209,3
209_4,0,0,0,2,2,209,4
209_5,0,0,0,2,2,209,5
209_6,2,0,0,0,2,209,6
209_7,2,0,0,0,2,209,7
209_8,2,0,0,0,2,209,8
209_9,0,0,0,2,2,209,9
209_10,2,0,0,0,2,209,10
209_11,1,0,0,1,2,209,11
209_12,2,0,0,0,2,209,12
209_13,0,0,2,0,2,209,13
209_14,2,0,0,0,2,209,14
209_15,0,0,0,2,2,209,15
209_16,0,0,2,0,2,209,16
209_17,2,0,0,0,2,209,17
209_18,2,0,0,0,2,209,18
209_19,2,0,0,0,2,209,19
210_0,2,0,0,0,2,210,0
210_1,2,0,0,0,2,210,1
210_2,1,0,1,0,2,210,2
210_3,2,0,0,0,2,210,3
210_4,2,0,0,0,2,210,4
210_5,2,0,0,0,2,210,5
210_6,2,0,0,0,2,210,6
210_7,2,0,0,0,2,210,7
210_8,1,1,0,0,2,210,8
210_9,2,0,0,0,2,210,9
210_10,0,1,1,0,2,210,10
210_11,0,0,0,2,2,210,11
210_12,1,0,1,0,2,210,12
210_13,1,0,1,0,2,210,13
210_14,1,0,1,0,2,210,14
210_15,1,1,0,0,2,210,15
210_16,1,1,0,0,2,210,16
210_17,0,1,1,0,2,210,17
210_18,1,1,0,0,2,210,18
210_19,1,0,1,0,2,210,19
211_0,1,1,0,0,2,211,0
211_1,2,0,0,0,2,211,1
211_2,2,0,0,0,2,211,2
211_3,2,0,0,0,2,211,3
211_4,2,0,0,0,2,211,4
211_5,1,0,0,1,2,211,5
211_6,1,0,0,1,2,211,6
211_7,1,0,0,1,2,211,7
211_8,1,0,0,1,2,211,8
211_9,1,0,0,1,2,211,9
211_10,1,0,1,0,2,211,10
211_11,1,1,0,0,2,211,11
211_12,1,1,0,0,2,211,12
211_13,1,0,1,0,2,211,13
211_14,1,1,0,0,2,211,14
211_15,1,0,1,0,2,211,15
211_16,0,1,0,1,2,211,16
211_17,1,1,0,0,2,211,17
211_18,2,0,0,0,2,211,18
211_19,1,1,0,0,2,211,19
212_0,1,1,0,0,2,212,0
212_1,1,0,1,0,2,212,1
212_2,0,0,1,1,2,212,2
212_3,0,0,1,1,2,212,3
212_4,1,0,1,0,2,212,4
212_5,0,0,1,1,2,212,5
212_6,0,1,1,0,2,212,6
212_7,1,0,1,0,2,212,7
212_8,1,0,0,1,2,212,8
212_9,0,0,2,0,2,212,9
212_10,2,0,0,0,2,212,10
212_11,1,0,0,1,2,212,11
212_12,1,0,0,1,2,212,12
212_13,1,0,0,1,2,212,13
212_14,2,0,0,0,2,212,14
212_15,1,0,1,0,2,212,15
212_16,0,1,0,1,2,212,16
212_17,1,0,1,0,2,212,17
212_18,1,0,0,1,2,212,18
212_19,1,0,0,1,2,212,19
212_20,1,0,1,0,2,212,20
212_21,2,0,0,0,2,212,21
212_22,1,0,0,1,2,212,22
212_23,1,1,0,0,2,212,23
212_24,1,0,0,1,2,212,24
213_0,0,0,2,0,2,213,0
213_1,0,0,2,0,2,213,1
213_2,1,0,1,0,2,213,2
213_3,1,0,1,0,2,213,3
213_4,1,1,0,0,2,213,4
213_5,1,0,0,1,2,213,5
213_6,0,1,1,0,2,213,6
213_7,1,1,0,0,2,213,7
213_8,1,0,0,1,2,213,8
213_9,0,1,0,1,2,213,9
213_10,0,1,0,1,2,213,10
213_11,1,1,0,0,2,213,11
213_12,0,1,0,1,2,213,12
213_13,1,1,0,0,2,213,13
213_14,2,0,0,0,2,213,14
214_0,1,0,0,1,2,214,0
214_1,0,0,0,2,2,214,1
214_2,2,0,0,0,2,214,2
214_3,2,0,0,0,2,214,3
214_4,1,0,0,1,2,214,4
214_5,2,0,0,0,2,214,5
214_6,2,0,0,0,2,214,6
214_7,2,0,0,0,2,214,7
214_8,2,0,0,0,2,214,8
214_9,2,0,0,0,2,214,9
214_10,1,0,1,0,2,214,10
214_11,0,1,0,1,2,214,11
214_12,0,1,0,1,2,214,12
214_13,1,0,1,0,2,214,13
214_14,1,0,1,0,2,214,14
214_15,0,0,1,1,2,214,15
214_16,0,0,1,1,2,214,16
214_17,0,2,0,0,2,214,17
214_18,0,1,0,1,2,214,18
214_19,0,1,0,1,2,214,19
214_20,0,1,0,1,2,214,20
214_21,0,2,0,0,2,214,21
214_22,1,0,0,1,2,214,22
214_23,0,1,0,1,2,214,23
214_24,0,1,0,1,2,214,24
215_0,0,0,0,2,2,215,0
215_2,2,0,0,0,2,215,2
215_3,2,0,0,0,2,215,3
215_4,0,1,0,1,2,215,4
215_6,0,1,0,1,2,215,6
215_7,1,0,0,1,2,215,7
215_8,2,0,0,0,2,215,8
215_9,2,0,0,0,2,215,9
215_10,1,1,0,0,2,215,10
215_11,1,0,1,0,2,215,11
215_12,1,0,0,1,2,215,12
215_13,0,0,1,1,2,215,13
215_14,1,1,0,0,2,215,14
215_15,0,1,0,1,2,215,15
215_16,1,0,0,1,2,215,16
215_17,0,1,0,1,2,215,17
216_0,2,0,0,0,2,216,0
216_1,2,0,0,0,2,216,1
216_2,1,1,0,0,2,216,2
216_3,2,0,0,0,2,216,3
216_4,2,0,0,0,2,216,4
216_5,2,0,0,0,2,216,5
216_6,2,0,0,0,2,216,6
216_7,2,0,0,0,2,216,7
216_8,2,0,0,0,2,216,8
216_9,2,0,0,0,2,216,9
217_0,2,0,0,0,2,217,0
217_1,1,0,1,0,2,217,1
217_2,1,0,1,0,2,217,2
217_3,0,0,2,0,2,217,3
217_4,1,0,1,0,2,217,4
217_5,2,0,0,0,2,217,5
217_6,1,1,0,0,2,217,6
217_7,1,0,1,0,2,217,7
217_8,1,0,1,0,2,217,8
217_9,0,0,2,0,2,217,9
217_10,2,0,0,0,2,217,10
217_11,2,0,0,0,2,217,11
217_12,2,0,0,0,2,217,12
217_13,1,1,0,0,2,217,13
217_14,2,0,0,0,2,217,14
217_15,2,0,0,0,2,217,15
217_16,2,0,0,0,2,217,16
217_17,2,0,0,0,2,217,17
217_18,2,0,0,0,2,217,18
217_19,1,0,1,0,2,217,19
218_0,1,0,1,0,2,218,0
218_1,1,0,1,0,2,218,1
218_2,1,0,1,0,2,218,2
218_3,0,0,2,0,2,218,3
218_4,1,0,1,0,2,218,4
218_5,1,0,1,0,2,218,5
218_6,1,0,1,0,2,218,6
218_7,1,0,1,0,2,218,7
218_8,1,1,0,0,2,218,8
218_9,0,2,0,0,2,218,9
218_10,1,1,0,0,2,218,10
218_11,0,0,1,1,2,218,11
218_12,1,0,1,0,2,218,12
218_13,0,1,1,0,2,218,13
218_14,2,0,0,0,2,218,14
218_15,2,0,0,0,2,218,15
218_16,0,1,0,1,2,218,16
218_17,1,1,0,0,2,218,17
218_18,1,0,0,1,2,218,18
218_19,1,0,1,0,2,218,19
218_20,2,0,0,0,2,218,20
218_21,1,0,1,0,2,218,21
218_22,2,0,0,0,2,218,22
218_23,2,0,0,0,2,218,23
218_24,2,0,0,0,2,218,24
218_25,0,0,2,0,2,218,25
218_26,1,0,0,1,2,218,26
218_27,2,0,0,0,2,218,27
218_28,2,0,0,0,2,218,28
218_29,2,0,0,0,2,218,29
218_30,1,0,1,0,2,218,30
218_31,2,0,0,0,2,218,31
218_32,0,1,1,0,2,218,32
218_33,1,1,0,0,2,218,33
218_35,1,0,1,0,2,218,35
218_36,1,0,1,0,2,218,36
218_37,1,0,1,0,2,218,37
218_38,0,1,1,0,2,218,38
218_39,1,0,1,0,2,218,39
218_40,2,0,0,0,2,218,40
218_41,2,0,0,0,2,218,41
218_42,0,1,0,1,2,218,42
218_43,0,0,2,0,2,218,43
218_44,2,0,0,0,2,218,44
218_45,2,0,0,0,2,218,45
218_46,0,1,1,0,2,218,46
218_47,2,0,0,0,2,218,47
218_48,2,0,0,0,2,218,48
218_49,1,1,0,0,2,218,49
219_0,0,0,2,0,2,219,0
219_1,0,0,2,0,2,219,1
219_2,2,0,0,0,2,219,2
219_3,1,0,1,0,2,219,3
219_4,1,0,1,0,2,219,4
219_5,1,0,1,0,2,219,5
219_6,1,0,1,0,2,219,6
219_7,0,0,2,0,2,219,7
219_8,1,0,1,0,2,219,8
219_9,0,0,2,0,2,219,9
219_10,2,0,0,0,2,219,10
219_11,0,0,2,0,2,219,11
219_12,1,0,1,0,2,219,12
219_13,1,0,1,0,2,219,13
219_14,2,0,0,0,2,219,14
219_15,2,0,0,0,2,219,15
219_16,2,0,0,0,2,219,16
219_17,2,0,0,0,2,219,17
219_18,2,0,0,0,2,219,18
219_19,2,0,0,0,2,219,19
219_20,2,0,0,0,2,219,20
219_21,1,0,1,0,2,219,21
219_22,0,1,0,1,2,219,22
219_23,1,0,1,0,2,219,23
219_24,2,0,0,0,2,219,24
219_25,2,0,0,0,2,219,25
220_0,1,0,1,0,2,220,0
220_1,1,0,1,0,2,220,1
220_2,1,0,1,0,2,220,2
220_3,1,0,1,0,2,220,3
220_4,1,0,1,0,2,220,4
220_5,1,0,1,0,2,220,5
220_6,0,0,2,0,2,220,6
220_7,0,1,1,0,2,220,7
220_8,1,1,0,0,2,220,8
220_9,1,0,1,0,2,220,9
220_10,2,0,0,0,2,220,10
220_11,2,0,0,0,2,220,11
220_12,2,0,0,0,2,220,12
220_13,2,0,0,0,2,220,13
220_15,1,1,0,0,2,220,15
220_16,2,0,0,0,2,220,16
220_17,2,0,0,0,2,220,17
220_18,2,0,0,0,2,220,18
220_19,2,0,0,0,2,220,19
221_0,1,0,1,0,2,221,0
221_1,2,0,0,0,2,221,1
221_2,0,0,2,0,2,221,2
221_3,1,0,1,0,2,221,3
221_4,1,0,1,0,2,221,4
221_5,1,0,1,0,2,221,5
221_6,1,0,1,0,2,221,6
221_7,1,0,1,0,2,221,7
221_8,1,1,0,0,2,221,8
221_9,1,1,0,0,2,221,9
221_10,2,0,0,0,2,221,10
221_11,2,0,0,0,2,221,11
221_12,2,0,0,0,2,221,12
221_13,2,0,0,0,2,221,13
221_14,2,0,0,0,2,221,14
221_15,2,0,0,0,2,221,15
221_16,2,0,0,0,2,221,16
221_17,2,0,0,0,2,221,17
221_18,2,0,0,0,2,221,18
221_19,2,0,0,0,2,221,19
222_0,1,0,1,0,2,222,0
222_1,1,1,0,0,2,222,1
222_2,1,0,1,0,2,222,2
222_3,1,1,0,0,2,222,3
222_4,1,0,1,0,2,222,4
222_5,1,1,0,0,2,222,5
222_6,0,1,0,1,2,222,6
222_7,1,0,1,0,2,222,7
222_8,1,1,0,0,2,222,8
222_9,1,1,0,0,2,222,9
222_10,1,1,0,0,2,222,10
222_11,2,0,0,0,2,222,11
222_12,1,0,1,0,2,222,12
222_13,0,0,2,0,2,222,13
222_14,0,1,1,0,2,222,14
222_15,0,2,0,0,2,222,15
222_16,0,0,2,0,2,222,16
222_17,2,0,0,0,2,222,17
222_18,1,0,1,0,2,222,18
222_19,0,1,1,0,2,222,19
222_20,1,0,1,0,2,222,20
222_21,1,0,1,0,2,222,21
222_22,1,0,1,0,2,222,22
222_23,1,0,1,0,2,222,23
222_24,1,0,1,0,2,222,24
222_25,1,0,1,0,2,222,25
222_26,0,0,2,0,2,222,26
222_27,0,0,2,0,2,222,27
222_28,1,0,1,0,2,222,28
222_29,1,0,1,0,2,222,29
222_30,2,0,0,0,2,222,30
222_31,1,0,1,0,2,222,31
222_32,2,0,0,0,2,222,32
222_33,1,0,1,0,2,222,33
222_34,0,1,1,0,2,222,34
222_35,2,0,0,0,2,222,35
222_36,0,1,1,0,2,222,36
222_37,0,1,1,0,2,222,37
222_38,1,0,1,0,2,222,38
222_39,2,0,0,0,2,222,39
222_40,1,0,1,0,2,222,40
222_41,1,0,1,0,2,222,41
222_42,1,0,1,0,2,222,42
222_43,2,0,0,0,2,222,43
222_44,0,1,1,0,2,222,44
222_45,2,0,0,0,2,222,45
222_46,2,0,0,0,2,222,46
222_47,2,0,0,0,2,222,47
222_48,2,0,0,0,2,222,48
222_49,1,0,1,0,2,222,49
222_50,1,0,1,0,2,222,50
222_51,0,2,0,0,2,222,51
222_52,2,0,0,0,2,222,52
222_53,0,0,1,1,2,222,53
222_54,1,0,1,0,2,222,54
222_55,1,0,1,0,2,222,55
222_56,2,0,0,0,2,222,56
222_57,0,0,2,0,2,222,57
222_58,1,0,1,0,2,222,58
222_59,0,0,2,0,2,222,59
222_60,1,0,1,0,2,222,60
222_61,0,1,1,0,2,222,61
222_62,0,0,2,0,2,222,62
222_63,1,1,0,0,2,222,63
222_64,1,0,1,0,2,222,64
222_65,0,0,2,0,2,222,65
222_66,1,0,1,0,2,222,66
222_67,0,0,1,1,2,222,67
222_68,0,1,1,0,2,222,68
222_69,1,1,0,0,2,222,69
223_0,2,0,0,0,2,223,0
223_1,1,0,1,0,2,223,1
223_2,2,0,0,0,2,223,2
223_3,0,2,0,0,2,223,3
223_4,2,0,0,0,2,223,4
223_5,0,0,2,0,2,223,5
223_6,1,0,1,0,2,223,6
223_7,1,0,1,0,2,223,7
223_8,0,2,0,0,2,223,8
223_9,0,1,1,0,2,223,9
223_10,2,0,0,0,2,223,10
223_11,1,0,0,1,2,223,11
223_12,1,0,1,0,2,223,12
223_13,1,0,1,0,2,223,13
223_14,0,0,2,0,2,223,14
223_15,1,0,1,0,2,223,15
223_16,1,0,0,1,2,223,16
223_17,0,1,1,0,2,223,17
223_18,0,0,2,0,2,223,18
223_19,0,0,2,0,2,223,19
223_20,0,1,1,0,2,223,20
223_21,2,0,0,0,2,223,21
223_22,2,0,0,0,2,223,22
223_23,0,0,2,0,2,223,23
223_24,1,1,0,0,2,223,24
223_25,2,0,0,0,2,223,25
223_26,2,0,0,0,2,223,26
223_27,2,0,0,0,2,223,27
223_28,1,1,0,0,2,223,28
223_29,0,0,2,0,2,223,29
223_30,2,0,0,0,2,223,30
223_31,2,0,0,0,2,223,31
223_32,2,0,0,0,2,223,32
223_33,1,1,0,0,2,223,33
223_34,2,0,0,0,2,223,34
223_36,2,0,0,0,2,223,36
223_37,2,0,0,0,2,223,37
223_38,0,1,1,0,2,223,38
223_39,0,1,1,0,2,223,39
224_0,1,1,0,0,2,224,0
224_1,2,0,0,0,2,224,1
224_2,2,0,0,0,2,224,2
224_3,2,0,0,0,2,224,3
224_4,2,0,0,0,2,224,4
224_5,2,0,0,0,2,224,5
224_6,2,0,0,0,2,224,6
224_7,2,0,0,0,2,224,7
224_8,1,0,0,1,2,224,8
224_9,2,0,0,0,2,224,9
224_10,1,0,0,1,2,224,10
224_11,0,1,1,0,2,224,11
224_12,0,0,2,0,2,224,12
224_13,2,0,0,0,2,224,13
224_14,1,0,1,0,2,224,14
224_15,1,0,0,1,2,224,15
224_16,0,0,0,2,2,224,16
224_17,1,0,1,0,2,224,17
224_18,1,1,0,0,2,224,18
224_19,1,0,0,1,2,224,19
225_0,2,0,0,0,2,225,0
225_1,1,0,1,0,2,225,1
225_2,2,0,0,0,2,225,2
225_3,1,0,1,0,2,225,3
225_4,0,0,2,0,2,225,4
225_5,1,0,1,0,2,225,5
225_6,1,0,1,0,2,225,6
225_7,0,0,2,0,2,225,7
225_8,0,1,1,0,2,225,8
225_9,1,0,1,0,2,225,9
225_11,2,0,0,0,2,225,11
225_12,1,0,1,0,2,225,12
225_13,2,0,0,0,2,225,13
225_14,1,0,1,0,2,225,14
225_15,2,0,0,0,2,225,15
225_16,2,0,0,0,2,225,16
225_17,2,0,0,0,2,225,17
225_18,2,0,0,0,2,225,18
225_19,2,0,0,0,2,225,19
226_0,2,0,0,0,2,226,0
226_1,2,0,0,0,2,226,1
226_2,2,0,0,0,2,226,2
226_3,2,0,0,0,2,226,3
226_4,0,0,2,0,2,226,4
226_5,2,0,0,0,2,226,5
226_6,0,0,2,0,2,226,6
226_7,0,0,2,0,2,226,7
226_8,2,0,0,0,2,226,8
226_9,1,0,1,0,2,226,9
226_10,2,0,0,0,2,226,10
226_11,2,0,0,0,2,226,11
226_12,2,0,0,0,2,226,12
226_13,2,0,0,0,2,226,13
226_14,2,0,0,0,2,226,14
226_15,2,0,0,0,2,226,15
226_16,2,0,0,0,2,226,16
226_17,2,0,0,0,2,226,17
226_18,1,0,1,0,2,226,18
226_19,2,0,0,0,2,226,19
227_0,2,0,0,0,2,227,0
227_1,2,0,0,0,2,227,1
227_2,0,0,2,0,2,227,2
227_3,1,0,1,0,2,227,3
227_4,2,0,0,0,2,227,4
227_5,2,0,0,0,2,227,5
227_6,2,0,0,0,2,227,6
227_7,2,0,0,0,2,227,7
227_8,2,0,0,0,2,227,8
227_9,0,0,2,0,2,227,9
227_10,2,0,0,0,2,227,10
227_11,2,0,0,0,2,227,11
227_12,1,1,0,0,2,227,12
227_13,2,0,0,0,2,227,13
227_14,2,0,0,0,2,227,14
227_15,2,0,0,0,2,227,15
227_16,2,0,0,0,2,227,16
227_17,2,0,0,0,2,227,17
227_18,2,0,0,0,2,227,18
227_19,2,0,0,0,2,227,19
228_0,1,1,0,0,2,228,0
228_1,1,0,1,0,2,228,1
228_2,0,0,1,1,2,228,2
228_3,1,0,1,0,2,228,3
228_4,1,0,1,0,2,228,4
228_5,1,0,1,0,2,228,5
228_6,1,0,1,0,2,228,6
228_7,0,0,0,2,2,228,7
228_8,1,0,1,0,2,228,8
228_9,0,2,0,0,2,228,9
228_10,2,0,0,0,2,228,10
228_11,2,0,0,0,2,228,11
228_12,1,0,0,1,2,228,12
228_13,1,0,0,1,2,228,13
228_14,2,0,0,0,2,228,14
228_15,2,0,0,0,2,228,15
228_16,1,0,0,1,2,228,16
228_17,0,0,2,0,2,228,17
228_18,2,0,0,0,2,228,18
228_19,1,1,0,0,2,228,19
228_20,1,0,1,0,2,228,20
228_21,1,0,1,0,2,228,21
228_22,2,0,0,0,2,228,22
228_23,1,0,1,0,2,228,23
228_25,1,0,1,0,2,228,25
228_26,2,0,0,0,2,228,26
228_27,1,0,1,0,2,228,27
228_28,1,1,0,0,2,228,28
228_29,1,0,1,0,2,228,29
228_30,2,0,0,0,2,228,30
228_31,2,0,0,0,2,228,31
228_32,2,0,0,0,2,228,32
228_33,1,0,0,1,2,228,33
228_34,0,0,0,2,2,228,34
228_35,2,0,0,0,2,228,35
228_36,2,0,0,0,2,228,36
228_37,1,0,0,1,2,228,37
228_38,2,0,0,0,2,228,38
228_39,1,0,0,1,2,228,39
228_40,2,0,0,0,2,228,40
228_41,2,0,0,0,2,228,41
228_42,1,0,1,0,2,228,42
228_43,2,0,0,0,2,228,43
228_44,0,2,0,0,2,228,44
228_45,1,0,1,0,2,228,45
228_46,2,0,0,0,2,228,46
228_47,2,0,0,0,2,228,47
228_48,2,0,0,0,2,228,48
228_49,2,0,0,0,2,228,49
228_50,2,0,0,0,2,228,50
228_51,2,0,0,0,2,228,51
228_52,2,0,0,0,2,228,52
228_53,2,0,0,0,2,228,53
228_54,2,0,0,0,2,228,54
228_55,2,0,0,0,2,228,55
229_0,1,0,1,0,2,229,0
229_1,0,0,2,0,2,229,1
229_2,0,0,2,0,2,229,2
229_3,0,0,2,0,2,229,3
229_4,2,0,0,0,2,229,4
229_5,1,0,1,0,2,229,5
229_6,0,0,2,0,2,229,6
229_7,2,0,0,0,2,229,7
229_8,2,0,0,0,2,229,8
229_9,1,0,1,0,2,229,9
229_10,1,0,1,0,2,229,10
229_11,2,0,0,0,2,229,11
229_13,0,0,2,0,2,229,13
229_14,2,0,0,0,2,229,14
229_15,2,0,0,0,2,229,15
229_16,1,0,1,0,2,229,16
229_17,2,0,0,0,2,229,17
229_18,1,0,1,0,2,229,18
229_19,2,0,0,0,2,229,19
229_20,1,1,0,0,2,229,20
229_21,1,0,1,0,2,229,21
229_22,1,1,0,0,2,229,22
229_23,2,0,0,0,2,229,23
229_24,2,0,0,0,2,229,24
229_25,1,0,1,0,2,229,25
229_26,1,0,1,0,2,229,26
229_27,2,0,0,0,2,229,27
229_28,2,0,0,0,2,229,28
229_29,1,0,1,0,2,229,29
229_30,1,0,1,0,2,229,30
229_31,1,1,0,0,2,229,31
229_32,2,0,0,0,2,229,32
229_33,1,1,0,0,2,229,33
229_34,1,0,1,0,2,229,34
229_35,1,1,0,0,2,229,35
229_36,0,0,1,1,2,229,36
230_0,2,0,0,0,2,230,0
230_1,2,0,0,0,2,230,1
230_2,2,0,0,0,2,230,2
230_3,1,0,1,0,2,230,3
230_4,1,1,0,0,2,230,4
230_5,1,0,1,0,2,230,5
230_6,1,0,1,0,2,230,6
230_7,1,0,1,0,2,230,7
230_8,1,1,0,0,2,230,8
230_9,1,0,1,0,2,230,9
230_10,1,0,0,1,2,230,10
230_11,2,0,0,0,2,230,11
230_12,2,0,0,0,2,230,12
230_13,2,0,0,0,2,230,13
230_14,2,0,0,0,2,230,14
230_15,2,0,0,0,2,230,15
230_16,2,0,0,0,2,230,16
230_17,2,0,0,0,2,230,17
230_18,2,0,0,0,2,230,18
230_19,2,0,0,0,2,230,19
231_0,1,0,1,0,2,231,0
231_1,2,0,0,0,2,231,1
231_2,1,0,1,0,2,231,2
231_3,1,0,1,0,2,231,3
231_4,1,1,0,0,2,231,4
231_5,1,0,1,0,2,231,5
231_6,1,0,1,0,2,231,6
231_7,1,0,1,0,2,231,7
231_8,1,0,0,1,2,231,8
231_9,1,0,1,0,2,231,9
231_10,2,0,0,0,2,231,10
231_11,2,0,0,0,2,231,11
231_12,2,0,0,0,2,231,12
231_13,2,0,0,0,2,231,13
231_14,2,0,0,0,2,231,14
231_15,2,0,0,0,2,231,15
231_16,2,0,0,0,2,231,16
231_17,2,0,0,0,2,231,17
231_18,2,0,0,0,2,231,18
231_19,2,0,0,0,2,231,19
232_0,2,0,0,0,2,232,0
232_1,2,0,0,0,2,232,1
232_2,2,0,0,0,2,232,2
232_3,1,0,0,1,2,232,3
232_4,2,0,0,0,2,232,4
232_5,1,0,0,1,2,232,5
232_6,1,0,0,1,2,232,6
232_7,0,1,1,0,2,232,7
232_8,2,0,0,0,2,232,8
232_9,2,0,0,0,2,232,9
232_10,0,1,0,1,2,232,10
232_11,0,0,1,1,2,232,11
232_12,0,1,0,1,2,232,12
232_13,1,1,0,0,2,232,13
232_14,1,1,0,0,2,232,14
232_15,1,0,1,0,2,232,15
232_16,1,0,1,0,2,232,16
232_17,1,0,1,0,2,232,17
232_18,0,0,1,1,2,232,18
232_19,0,0,1,1,2,232,19
233_0,0,0,0,2,2,233,0
233_1,1,0,1,0,2,233,1
233_2,2,0,0,0,2,233,2
233_3,1,0,1,0,2,233,3
233_4,2,0,0,0,2,233,4
233_5,2,0,0,0,2,233,5
233_6,2,0,0,0,2,233,6
233_7,1,0,0,1,2,233,7
233_8,2,0,0,0,2,233,8
233_9,2,0,0,0,2,233,9
233_10,0,0,2,0,2,233,10
233_11,2,0,0,0,2,233,11
233_12,2,0,0,0,2,233,12
233_13,2,0,0,0,2,233,13
233_14,2,0,0,0,2,233,14
233_15,1,0,1,0,2,233,15
233_16,1,0,0,1,2,233,16
233_17,0,0,1,1,2,233,17
233_18,0,0,2,0,2,233,18
233_19,1,0,1,0,2,233,19
234_0,1,0,0,1,2,234,0
234_1,2,0,0,0,2,234,1
234_2,2,0,0,0,2,234,2
234_3,1,1,0,0,2,234,3
234_4,1,1,0,0,2,234,4
234_5,0,1,1,0,2,234,5
234_6,2,0,0,0,2,234,6
234_7,0,1,0,1,2,234,7
234_8,0,1,1,0,2,234,8
234_9,0,0,2,0,2,234,9
234_10,2,0,0,0,2,234,10
234_11,1,1,0,0,2,234,11
234_12,2,0,0,0,2,234,12
234_13,1,0,0,1,2,234,13
234_14,2,0,0,0,2,234,14
234_15,2,0,0,0,2,234,15
234_16,2,0,0,0,2,234,16
234_17,2,0,0,0,2,234,17
234_18,2,0,0,0,2,234,18
234_19,1,0,0,1,2,234,19
235_0,2,0,0,0,2,235,0
235_1,0,0,0,2,2,235,1
235_2,2,0,0,0,2,235,2
235_3,2,0,0,0,2,235,3
235_4,2,0,0,0,2,235,4
235_5,2,0,0,0,2,235,5
235_6,1,0,1,0,2,235,6
235_7,2,0,0,0,2,235,7
235_8,2,0,0,0,2,235,8
235_9,2,0,0,0,2,235,9
235_10,1,0,0,1,2,235,10
235_11,2,0,0,0,2,235,11
235_12,2,0,0,0,2,235,12
235_13,0,1,1,0,2,235,13
235_14,0,2,0,0,2,235,14
235_15,2,0,0,0,2,235,15
235_16,2,0,0,0,2,235,16
235_17,2,0,0,0,2,235,17
235_18,2,0,0,0,2,235,18
235_19,1,0,0,1,2,235,19
235_20,0,0,0,2,2,235,20
235_21,2,0,0,0,2,235,21
235_22,0,1,1,0,2,235,22
235_23,0,0,0,2,2,235,23
235_24,0,0,2,0,2,235,24
235_25,0,0,2,0,2,235,25
235_26,1,1,0,0,2,235,26
235_27,1,0,1,0,2,235,27
235_28,0,1,1,0,2,235,28
235_29,0,0,0,2,2,235,29
235_30,0,0,2,0,2,235,30
235_31,2,0,0,0,2,235,31
235_32,0,0,2,0,2,235,32
235_33,1,0,1,0,2,235,33
236_0,2,0,0,0,2,236,0
236_1,2,0,0,0,2,236,1
236_2,1,1,0,0,2,236,2
236_3,2,0,0,0,2,236,3
236_4,2,0,0,0,2,236,4
236_5,2,0,0,0,2,236,5
236_6,1,0,1,0,2,236,6
236_7,1,0,1,0,2,236,7
236_8,2,0,0,0,2,236,8
236_9,0,0,2,0,2,236,9
236_10,2,0,0,0,2,236,10
236_11,0,0,2,0,2,236,11
236_12,0,0,2,0,2,236,12
236_13,2,0,0,0,2,236,13
236_14,2,0,0,0,2,236,14
236_15,2,0,0,0,2,236,15
236_16,1,0,1,0,2,236,16
236_17,0,1,1,0,2,236,17
236_18,0,0,2,0,2,236,18
236_19,1,0,1,0,2,236,19
236_20,2,0,0,0,2,236,20
236_21,2,0,0,0,2,236,21
236_22,1,0,1,0,2,236,22
236_23,0,0,2,0,2,236,23
236_24,0,0,2,0,2,236,24
236_25,1,0,1,0,2,236,25
237_0,2,0,0,0,2,237,0
237_1,1,0,1,0,2,237,1
237_2,2,0,0,0,2,237,2
237_3,2,0,0,0,2,237,3
237_4,1,0,0,1,2,237,4
237_5,2,0,0,0,2,237,5
237_6,2,0,0,0,2,237,6
237_7,2,0,0,0,2,237,7
237_8,2,0,0,0,2,237,8
237_9,1,0,0,1,2,237,9
237_10,1,0,1,0,2,237,10
237_11,1,0,1,0,2,237,11
237_12,1,0,1,0,2,237,12
237_13,0,1,1,0,2,237,13
237_14,1,1,0,0,2,237,14
237_15,1,1,0,0,2,237,15
237_16,1,0,1,0,2,237,16
237_17,1,0,1,0,2,237,17
237_18,2,0,0,0,2,237,18
237_19,2,0,0,0,2,237,19
237_20,0,1,1,0,2,237,20
237_21,0,0,2,0,2,237,21
237_22,2,0,0,0,2,237,22
237_23,2,0,0,0,2,237,23
237_24,2,0,0,0,2,237,24
237_25,2,0,0,0,2,237,25
237_27,0,1,1,0,2,237,27
238_0,0,0,1,0,1,238,0
238_1,1,0,0,0,1,238,1
238_2,1,0,0,0,1,238,2
238_3,1,0,0,0,1,238,3
238_4,1,0,0,0,1,238,4
238_5,1,0,0,0,1,238,5
238_6,0,0,1,0,1,238,6
238_7,1,0,0,0,1,238,7
238_8,0,1,0,0,1,238,8
238_9,1,0,0,0,1,238,9
238_10,1,0,0,0,1,238,10
238_11,0,0,0,1,1,238,11
238_12,1,0,0,0,1,238,12
238_13,1,0,0,0,1,238,13
238_14,0,0,0,1,1,238,14
238_15,0,0,1,0,1,238,15
238_16,0,0,0,1,1,238,16
238_17,1,0,0,0,1,238,17
238_18,1,0,0,0,1,238,18
238_19,1,0,0,0,1,238,19
238_20,0,0,0,1,1,238,20
238_21,0,0,0,1,1,238,21
238_22,0,0,1,0,1,238,22
238_23,0,0,1,0,1,238,23
238_24,1,0,0,0,1,238,24
