,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN
248_2,2,reception,29,0,248,2,True,To our suprise our room was upgraded to an ensuite with view of the canal without additional costs which was a very nice service,2015-05-31,0.4991071820259094,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_3,2,reception,29,0,248,3,True,The staff there truly make that hotel special,2015-08-12,0.4768387675285339,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_4,2,reception,29,0,248,4,True,After a good night sleep the extensive breakfast was good and again very friendly staff,2015-12-21,0.4993988275527954,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_5,2,reception,29,0,248,5,True,YET we received friendly feedback from the staff who strived to make up for it the day after,2016-01-05,0.4363983869552612,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_6,2,reception,29,0,248,6,True,The reception staff were very helpful and informative eg what tours to go on travel tips and booking selected tours,2016-03-23,0.4996944665908814,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_7,2,reception,29,0,248,7,True,The friendly lass on reception welcomes us and allows us straight into our room in spite of the earliness of our arrival,2016-05-04,0.4972411394119263,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_8,2,reception,29,0,248,8,True,Reception staff helpful friendly we were given a room upgrade as we were running in the Amsterdam marathonBreakfast boring expensive,2016-10-18,0.4907004237174988,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
248_9,2,reception,29,0,248,9,True,What we liked• Friendly and helpful staff concierge and front desk• Upgraded to a canal view room for fre•,2016-10-27,0.4970449805259705,"[0, 515, 695, 1109]",0.2941675615485767,"['2015-01-01', '2017-03-17']",248_0,c,9
249_0,2,restaurant,29,0,249,0,True,And the vouchers for free drinks were not accepted for spirits even though they were given without condition which made us and the bar staff grumpy,2015-02-03,-0.478313535451889,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,4
249_3,2,restaurant,29,0,249,3,True,We had a drink in the bar on the first evening and it cost € 16 for an orange juice and small Jack Daniels which was way too expensive,2015-03-07,-0.4925298392772674,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,4
249_5,2,restaurant,29,0,249,5,True,The bar was extremely expensive so we could not drink much in here but a nice area with outside seating,2015-03-08,-0.4950560629367829,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,4
249_6,2,restaurant,29,0,249,6,True,I did not opt in for the 30 Euro breakfast which is not included in the room charge,2015-03-09,-0.4785952866077423,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,4
249_10,2,restaurant,29,1,249,10,True,The gourmet restaurant was way over priced and we did not think the food was very good,2015-09-03,-0.03915959596633911,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,3
249_11,2,restaurant,29,1,249,11,True,I did not think the breakfast was worth the money,2016-03-28,0.04677295684814453,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,3
249_15,2,restaurant,29,1,249,15,True,The standard of service in the bar depends on how young and attractive you,2016-08-27,0.10608792304992676,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,3
249_23,2,restaurant,29,2,249,23,True,The views from the restaurant are stunning,2019-08-05,0.4987937211990357,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,,5
249_25,2,restaurant,29,2,249,25,True,They have great restaurants with amazing views,2019-08-19,0.4769508242607117,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,,5
249_26,2,restaurant,29,2,249,26,True,Not only the beautiful rooms and location but also the excellent service from the receptionist restaurant and the outstanding good service of the porters doormans,2019-09-04,0.4288226366043091,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,,5
249_28,2,restaurant,29,2,249,28,True,The hotel itself is very spacious with a cool bar and beautifully decorated cafe and restaurant,2020-01-06,0.4969086050987244,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,,5
249_29,2,restaurant,29,2,249,29,True,Good rooms excelent breakfast service awesome,2020-03-08,0.4996503591537476,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,,5
250_1,2,facility,147,0,250,1,True,They made the short 30 minute speedboat ride up to Kuda Hura seamless and simple and we were sped straight through reception and into our bungalow,2016-02-17,-0.346352756023407,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4
250_5,2,facility,147,0,250,5,True,Our stay was far to short wish we could have taken advantage of more of the amenities,2017-02-26,-0.4748693406581879,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4
250_6,2,facility,147,0,250,6,True,The gyms machines can benefit from some updating but the place itself was well equipped and opened till late,2017-04-23,-0.4799837172031402,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4
250_7,2,facility,147,0,250,7,True,The island is generally compact and all facilities can be reached with a max 10mn walk,2017-04-23,-0.4706867635250092,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4
250_11,2,facility,147,1,250,11,True,Great food and service and accommodation,2018-01-02,0.4960207343101502,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
250_12,2,facility,147,1,250,12,True,The managers ’ cocktail reception was very friendly• accommodation,2018-04-30,0.496142566204071,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
250_13,2,facility,147,1,250,13,True,This is our fourth visit to this resort and every time we return the bar has been lifted higher in terms of the amazing service at what ’s probably the most enjoyable place to holiday in the world,2018-08-13,0.4978869557380676,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
250_15,2,facility,147,1,250,15,True,Finish your dive be greeted with a towel hot chocolate and cookies and all equipment is fully dismantled and tidied away for you,2019-03-04,0.4958040118217468,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
250_16,2,facility,147,1,250,16,True,Vivi took us around the resort giving us all the information and the whereabouts of restaurant kids club gym etc,2019-04-22,0.4584017992019653,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
250_18,2,facility,147,1,250,18,True,The accommodation beyond comfortable and well appointed the meals from all the restaurants every morsel a delight,2020-02-24,0.4863622188568115,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
250_19,2,facility,147,1,250,19,True,The location is mesmerizing the facility itself is breathtakingly beautiful and extremely well maintained and the staff are unbelievably courteous friendly and hard working,2020-03-08,0.4990609288215637,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,,7
253_1,2,room,147,0,253,1,True,The ACs in the rooms are still noisy but really all these small things are disregarded when the important things are in place which is the case,2015-02-06,-0.4961709380149841,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,5
253_3,2,room,147,0,253,3,True,During our stay we had booked two rooms since there were six of us,2015-07-06,-0.16032341122627258,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,5
253_5,2,room,147,0,253,5,True,the room number from the road,2016-02-02,-0.429338812828064,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,5
253_6,2,room,147,0,253,6,True,I have heared one of the staff saying that the management is considering demolishing all of the current villas and rebuilding them with a much better looking design,2016-02-07,-0.14494678378105166,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,5
253_7,2,room,147,0,253,7,True,I like the rustic feel but still feel like the room is a bit basic and tiring,2016-05-08,-0.4780935943126679,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,5
253_10,2,room,147,1,253,10,True,The room was very nice and clean,2016-11-30,0.4992189407348633,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,,6
253_13,2,room,147,1,253,13,True,Excellent atetion amazing rooms,2017-08-29,0.4987428784370422,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,,6
253_14,2,room,147,1,253,14,True,Very clean rooms and food is just perfect,2018-01-17,0.4985747337341309,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,,6
253_15,2,room,147,1,253,15,True,Stayed in a beach villa,2018-04-16,0.44281160831451416,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,,6
253_16,2,room,147,1,253,16,True,We were in a water villa with private overflowing pool spacious comfortable allowing a lot of privacy,2018-06-10,0.4990012049674988,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,,6
253_17,2,room,147,1,253,17,True,airport began our wonderful journey to kudahura then safe and pleasant boat ride from airport to kudahura our arrival to resort was late night and resort staff were waiting at the arrival jetty with a flower that gifted us to welcome to the resort we were escorted to the room and we were surprised seeing the flower decorated bedsince arrival to resort we did not feel that we are away from the home because of kind and friendly professional staff who act as we are known for a long time even thought this is our first vist to Fourseasons kudahura,2018-09-25,0.4994215965270996,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,,6
254_0,2,facility,325,0,254,0,True,Pleasant comfortable and Bistro and other amenities,2015-02-19,0.4960852861404419,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_2,2,facility,325,0,254,2,True,There was a nice sitting area outside down stairs,2015-04-03,0.4217367172241211,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_3,2,facility,325,0,254,3,True,USA Today and the Wall Street Journal in the lobby,2015-04-19,0.3989026546478272,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_6,2,facility,325,0,254,6,True,The roll away desk is great and the fact that you still have laundry facilities some Courtyard Inns do not anymore is great,2015-08-18,0.44253629446029663,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_7,2,facility,325,0,254,7,True,Your ice machines were working well and much better than a lot of Mariot facilities,2015-08-18,0.3318864107131958,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_8,2,facility,325,0,254,8,True,Great hotel with good amenities,2015-08-25,0.496793806552887,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_9,2,facility,325,0,254,9,True,The lobby area is up to date well kept and the staff were friendly and welcoming,2015-09-15,0.4993784427642822,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,7
254_16,2,facility,325,2,254,16,True,The street entrance is in dire need of repair,2019-03-04,-0.49542436003685,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,,3
254_19,2,facility,325,2,254,19,True,The elevator button was broken,2019-08-19,-0.4970865547657013,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,,3
254_20,2,facility,325,2,254,20,True,The hallway had a weird smell but still an overall good stay,2019-09-27,-0.4925283491611481,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,,3
255_4,2,renovation_room,325,0,255,4,True,I enjoy staying at Courtyards when one is available but this particular site maybe had let the property run down a little too far before beginning renovations,2017-12-05,-0.4208149313926697,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,3
255_5,2,renovation_room,325,0,255,5,True,Rooms and facilities in need of update,2018-03-07,-0.4553582668304443,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,3
255_8,2,renovation_room,325,0,255,8,True,I would ’ve asked to change rooms but it was late by time I realized the tub needed a repair,2018-06-06,-0.4490592777729033,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,3
255_10,2,renovation_room,325,1,255,10,True,Friendly staff updated clean rooms reasonable rates,2018-09-25,0.4985477328300476,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,,6
255_11,2,renovation_room,325,1,255,11,True,Clean rooms friendly staff close to local retail and restaurants newly remodeled,2018-11-25,0.4996144771575928,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,,6
255_12,2,renovation_room,325,1,255,12,True,Clean updated rooms and friendly front desk staff made for an excellent experience,2019-01-02,0.4989375472068786,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,,6
255_13,2,renovation_room,325,1,255,13,True,Remodeled great stafclean rooms,2019-03-19,0.4982524514198303,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,,6
255_15,2,renovation_room,325,1,255,15,True,Warmly greated upon arrival check in and check out was a breeze the remodeled units were amazing,2019-05-15,0.4997546076774597,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,,6
255_16,2,renovation_room,325,1,255,16,True,The rooms were clean and updated,2019-08-26,0.4857505559921265,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,,6
256_0,2,restaurant,325,0,256,0,True,I personally feel that the breakfast choices could be better,2015-03-28,-0.471147894859314,"[0, 170, 299]",-0.09883410659052577,"['2015-01-01', '2017-11-29']",256_0,a,4
256_2,2,restaurant,325,0,256,2,True,The meals I did not find good,2015-10-04,-0.2597697377204895,"[0, 170, 299]",-0.09883410659052577,"['2015-01-01', '2017-11-29']",256_0,a,4
256_4,2,restaurant,325,0,256,4,True,Breakfast not that good for price paid,2016-04-14,-0.4155572950839996,"[0, 170, 299]",-0.09883410659052577,"['2015-01-01', '2017-11-29']",256_0,a,4
256_5,2,restaurant,325,0,256,5,True,Breakfast was not complimentary but parking and wifi were,2016-06-03,-0.4941795468330383,"[0, 170, 299]",-0.09883410659052577,"['2015-01-01', '2017-11-29']",256_0,a,4
257_0,2,room,325,0,257,0,True,I will definitely stay there again when in the area and will stay at other Courtyards from now own,2015-04-13,0.4386209845542908,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_1,2,room,325,0,257,1,True,Nice room fast check in,2015-06-16,0.4990353584289551,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_2,2,room,325,0,257,2,True,The rooms were clean nice pool and the stall was great help,2015-10-05,0.4991682767868042,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_3,2,room,325,0,257,3,True,Has two nooks that have a television at the table so you can watch the morning news while you eat which was great,2015-11-07,0.4642003774642944,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_4,2,room,325,0,257,4,True,Great staff clean rooms and close to restaurants without having to go into heavy traffic,2016-02-25,0.4962750673294067,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_5,2,room,325,0,257,5,True,Children were thrilled to see a door between the room actually opening up and they have their own television,2016-03-28,0.28618043661117554,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_8,2,room,325,0,257,8,True,Good staff new rooms,2016-07-31,0.4985710382461548,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_9,2,room,325,0,257,9,True,Nice room could use a microwave but other than that no complaints,2016-09-08,0.30784815549850464,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8
257_20,2,room,325,2,257,20,True,On a We d I was given a room with a tube that did not drain,2018-07-20,-0.491979330778122,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
257_21,2,room,325,2,257,21,True,You would like that after we have toilet water flowing into our bedroom we should be moved to an entirely new room but that was not offered until we mentioned it,2019-01-01,-0.4971146881580353,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
257_22,2,room,325,2,257,22,True,room setup and design was excelentpaper thin walls,2019-01-10,-0.4973176121711731,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
257_25,2,room,325,2,257,25,True,The only problem was that we were missing the container for the coffee and the refrigerator was not working,2019-03-15,-0.496863454580307,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
257_27,2,room,325,2,257,27,True,Only a walk in shower no bathtub to relax in,2019-11-06,-0.498175859451294,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
257_28,2,room,325,2,257,28,True,Fine hide your shame whatever next I get into the room and the a c makes this chortling sound as if its dying thankfully it just sounds like death and does nt smell like it,2019-11-06,-0.4456181526184082,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
257_29,2,room,325,2,257,29,True,The shower is right behind the door in the bathroom so do open the door with caution and keep an eye on your younger kids if you have them because you do nt want them shoving the door open,2019-11-06,-0.4942293465137482,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,,7
258_0,2,facility,180,0,258,0,True,No elevator to the second floor and had difficulty climbing the stairs,2015-01-14,-0.4983577132225037,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_3,2,facility,180,0,258,3,True,It sucked Atwater Hotel has NO ELEVATOR,2016-06-16,-0.4164809882640839,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_4,2,facility,180,0,258,4,True,If you have heavy bags good luck carrying them upstairs because there are no elevators,2016-08-10,-0.4750580489635468,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_5,2,facility,180,0,258,5,True,Elevator to 3rd floor,2016-08-20,-0.4940189719200134,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_6,2,facility,180,0,258,6,True,Disadvantages no microwave or fridge no elevators very small shower area,2017-03-30,-0.4989874362945557,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_7,2,facility,180,0,258,7,True,The hotel is very old with no elevator,2017-03-31,-0.4919775128364563,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_8,2,facility,180,0,258,8,True,No elevator made it difficult to carry up luggage,2017-07-03,-0.4972118437290192,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_9,2,facility,180,0,258,9,True,The beakfast vouchers were also a plusThat the hotel did not have elevators rugs were outdated but they quickly explained that renovations were coming soon with any elevator in mind,2017-07-13,-0.492540717124939,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,8
258_11,2,facility,180,1,258,11,True,Recently renovated the rooms were nice and the lobby area comfortable the attached Bistro worked well for a quick breakfast,2019-11-16,0.4996955394744873,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_12,2,facility,180,1,258,12,True,For example they have a variety of games to play in the lobby a complimentary happy hour and a very friendly staff,2019-12-16,0.4987679123878479,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_13,2,facility,180,1,258,13,True,We went at Christmas time and the lobby was completely decorated for the holidays,2019-12-16,0.4758591055870056,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_14,2,facility,180,1,258,14,True,Happy hour was exceptional with several wine options delicious hors doeuvres and fabulous ambiance in the lobby,2020-01-14,0.4996932744979858,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_15,2,facility,180,1,258,15,True,The lobby area is beautiful with a variety of seating areas,2020-02-08,0.469714343547821,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_16,2,facility,180,1,258,16,True,I liked all the extras that came with the reservation complimentary wine reception breakfast casino tour bicycles luggage pick up,2020-02-08,0.4893279671669006,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_17,2,facility,180,1,258,17,True,Good wine and champagne plentiful amounts and plenty of seating in the lobby to enjoy,2020-02-08,0.4990550875663757,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
258_18,2,facility,180,1,258,18,True,The complimentary wine reception was impressive,2020-02-08,0.4979183077812195,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,,8
259_1,2,reception,180,0,259,1,True,Also the was a female Jamaican staff the was rude and not attentive to our needs,2015-03-18,-0.4635162353515625,"[0, 50, 410, 442]",0.26373522251844406,"['2015-01-01', '2015-06-27']",259_0,a,5
259_2,2,reception,180,0,259,2,True,The wifi was very poor and the staff is not good,2015-03-30,-0.4726972281932831,"[0, 50, 410, 442]",0.26373522251844406,"['2015-01-01', '2015-06-27']",259_0,a,5
259_3,2,reception,180,0,259,3,True,Always can not find the room service on phone,2015-03-30,-0.4965906441211701,"[0, 50, 410, 442]",0.26373522251844406,"['2015-01-01', '2015-06-27']",259_0,a,5
259_4,2,reception,180,0,259,4,True,When I asked one of the hotel staff to warm up my coffee with a microwave it came back to me the same temperature,2015-04-07,-0.4925622344017029,"[0, 50, 410, 442]",0.26373522251844406,"['2015-01-01', '2015-06-27']",259_0,a,5
259_5,2,reception,180,0,259,5,True,The staff was friendly but seemed new so the attention to detail and follow up was not the best,2015-04-09,-0.15301057696342468,"[0, 50, 410, 442]",0.26373522251844406,"['2015-01-01', '2015-06-27']",259_0,a,5
259_10,2,reception,180,1,259,10,True,To give them credit as we were leaving Jose offered up the service they have to get your baggage to the boat dock and it is FREE,2015-11-06,0.3308306336402893,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
259_11,2,reception,180,1,259,11,True,However the staff was friendly to provided roll over bed which helped to sleep with our kid,2015-12-25,0.2945525646209717,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
259_12,2,reception,180,1,259,12,True,While that was an inconvenience the hotel itself was nice and the staff worked above and beyond in order to ensure our comfort,2016-03-22,0.2967819571495056,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
259_15,2,reception,180,1,259,15,True,Hotel staff was very nice beds were comfortable but honestly I would not stay again because the windows were so old that the man talking on the street sounded like he was in your room,2016-10-03,0.278745710849762,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
259_16,2,reception,180,1,259,16,True,Desk staff wonderful housekeeper rude,2016-11-14,0.3261950612068176,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
259_17,2,reception,180,1,259,17,True,Customer service was OK,2017-01-27,0.3159990310668945,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
259_18,2,reception,180,1,259,18,True,Liam our Bellhop was always there to hook us up with anything we needed,2017-05-18,0.3122814893722534,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,,7
261_0,2,room,180,0,261,0,True,Lovely clean rooms great location friendly and helpful staff,2015-03-17,0.4997825026512146,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_1,2,room,180,0,261,1,True,We had a nice view of the mountains from our room and we could open the windows and get fresh air,2015-04-09,0.4966669678688049,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_2,2,room,180,0,261,2,True,Enjoyed the traditional atmosphere and the sea breeze through the window for a top floor room,2015-04-24,0.4970532655715942,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_3,2,room,180,0,261,3,True,Booked a king room and arrived to find it was a suite with a living room and bedroom,2015-07-16,0.3245518803596497,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_4,2,room,180,0,261,4,True,Room was bright and airy,2015-08-11,0.4943922162055969,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_5,2,room,180,0,261,5,True,I had requested quiet room got one,2015-08-18,0.4165660738945007,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_6,2,room,180,0,261,6,True,I loved how bright the room was it felt very comforting,2015-08-20,0.4994025230407715,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_7,2,room,180,0,261,7,True,were upgraded to a king bed room,2015-08-22,0.4940609335899353,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_8,2,room,180,0,261,8,True,Excellent bed and furniture evoking a bygone era,2015-10-19,0.4996300935745239,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_9,2,room,180,0,261,9,True,The staff was excellent rooms were clean and comfy,2015-10-20,0.4997150301933289,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10
261_10,2,room,180,1,261,10,True,Our room faced a bar and it was very loud at night especially during closing time,2015-11-16,-0.497116208076477,"[0, 150, 512]",-0.20243499933329617,"['2015-11-06', '2020-03-10']",261_1,,5
261_13,2,room,180,1,261,13,True,The 1 room had a full toilet and smelled the 2 had mold and if you open the bath door you would hit the person at the sink no hot water in shower little water presurelights burned out,2016-05-06,-0.4968423843383789,"[0, 150, 512]",-0.20243499933329617,"['2015-11-06', '2020-03-10']",261_1,,5
261_15,2,room,180,1,261,15,True,Requested handicap accessible room and discovered NO ground level rooms NO ELEVATOR,2017-05-18,-0.4969118237495422,"[0, 150, 512]",-0.20243499933329617,"['2015-11-06', '2020-03-10']",261_1,,5
261_16,2,room,180,1,261,16,True,You also need to add a shelf or 2 in the bathroom for toiletry and cosmetic bags,2017-07-07,-0.4667268991470337,"[0, 150, 512]",-0.20243499933329617,"['2015-11-06', '2020-03-10']",261_1,,5
261_17,2,room,180,1,261,17,True,And some curtains would be nice just blinds in our room that needed some maintenance,2017-07-17,-0.4984306395053864,"[0, 150, 512]",-0.20243499933329617,"['2015-11-06', '2020-03-10']",261_1,,5
262_0,2,facility,46,0,262,0,True,Good service and clean facility,2015-09-14,0.4982593655586242,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10
262_1,2,facility,46,0,262,1,True,Loved the nightly wine and snack reception,2015-10-04,0.4982039928436279,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10
262_2,2,facility,46,0,262,2,True,Has the feel of a New England Inn with current amenities,2016-12-18,0.3142416477203369,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10
