,sent_id,file_id,cpt
120_10,10,120,1
120_11,11,120,1
120_12,12,120,1
120_13,13,120,1
120_14,14,120,1
120_15,15,120,1
121_0,0,121,0
121_1,1,121,0
121_2,2,121,0
121_3,3,121,0
121_4,4,121,0
121_5,5,121,0
121_6,6,121,0
121_7,7,121,0
121_8,8,121,0
121_9,9,121,0
121_10,10,121,1
121_11,11,121,1
121_12,12,121,1
121_13,13,121,1
121_14,14,121,1
121_15,15,121,1
121_16,16,121,1
121_17,17,121,1
121_18,18,121,1
121_19,19,121,1
122_0,0,122,0
122_1,1,122,0
122_2,2,122,0
122_3,3,122,0
122_4,4,122,0
122_5,5,122,0
122_6,6,122,0
122_7,7,122,0
122_8,8,122,0
122_9,9,122,0
122_10,10,122,1
122_11,11,122,1
122_12,12,122,1
122_13,13,122,1
122_14,14,122,1
122_15,15,122,1
122_16,16,122,1
122_17,17,122,1
122_18,18,122,1
122_19,19,122,1
123_0,0,123,0
123_1,1,123,0
123_2,2,123,0
123_3,3,123,0
123_4,4,123,0
123_5,5,123,0
123_6,6,123,0
123_7,7,123,0
123_8,8,123,0
123_9,9,123,0
123_10,10,123,1
123_11,11,123,1
123_12,12,123,1
123_13,13,123,1
123_14,14,123,1
123_15,15,123,1
123_16,16,123,1
123_17,17,123,1
123_18,18,123,1
123_19,19,123,1
124_0,0,124,0
124_1,1,124,0
124_2,2,124,0
124_3,3,124,0
124_4,4,124,0
124_5,5,124,0
124_6,6,124,0
124_7,7,124,0
124_8,8,124,0
124_9,9,124,0
124_10,10,124,1
124_11,11,124,1
124_12,12,124,1
124_13,13,124,1
124_14,14,124,1
124_15,15,124,1
124_16,16,124,1
124_17,17,124,1
124_18,18,124,1
124_19,19,124,1
125_0,0,125,0
125_1,1,125,0
125_2,2,125,0
125_3,3,125,0
125_4,4,125,0
125_5,5,125,0
125_6,6,125,0
125_7,7,125,0
125_8,8,125,0
125_9,9,125,0
125_10,10,125,1
125_11,11,125,1
125_12,12,125,1
125_13,13,125,1
125_14,14,125,1
125_15,15,125,1
125_16,16,125,1
125_17,17,125,1
125_18,18,125,1
125_19,19,125,1
126_0,0,126,0
126_1,1,126,0
126_2,2,126,0
126_3,3,126,0
126_4,4,126,0
126_5,5,126,0
126_6,6,126,0
126_7,7,126,0
126_8,8,126,0
126_9,9,126,0
126_10,10,126,1
126_11,11,126,1
126_12,12,126,1
126_13,13,126,1
126_14,14,126,1
126_15,15,126,1
126_16,16,126,1
126_17,17,126,1
126_18,18,126,1
126_19,19,126,1
126_20,20,126,2
126_21,21,126,2
126_22,22,126,2
126_23,23,126,2
126_24,24,126,2
126_25,25,126,2
126_26,26,126,2
126_27,27,126,2
126_28,28,126,2
126_29,29,126,2
126_30,30,126,3
126_31,31,126,3
126_32,32,126,3
126_33,33,126,3
126_34,34,126,3
126_35,35,126,3
126_36,36,126,3
126_37,37,126,3
126_38,38,126,3
126_39,39,126,3
127_0,0,127,0
127_1,1,127,0
127_2,2,127,0
127_3,3,127,0
127_4,4,127,0
127_5,5,127,0
127_6,6,127,0
127_7,7,127,0
127_8,8,127,0
127_9,9,127,0
127_10,10,127,1
127_11,11,127,1
127_12,12,127,1
127_13,13,127,1
127_14,14,127,1
127_15,15,127,1
127_16,16,127,1
127_17,17,127,1
127_18,18,127,1
127_19,19,127,1
128_0,0,128,0
128_1,1,128,0
128_2,2,128,0
128_3,3,128,0
128_4,4,128,0
128_6,6,128,0
128_7,7,128,0
128_8,8,128,0
128_9,9,128,0
128_10,10,128,1
128_11,11,128,1
128_12,12,128,1
128_13,13,128,1
128_14,14,128,1
128_15,15,128,1
128_16,16,128,1
128_17,17,128,1
128_18,18,128,1
128_19,19,128,1
129_0,0,129,0
129_1,1,129,0
129_2,2,129,0
129_3,3,129,0
129_4,4,129,0
129_5,5,129,0
129_6,6,129,0
129_7,7,129,0
129_8,8,129,0
129_9,9,129,0
129_10,10,129,1
129_11,11,129,1
129_12,12,129,1
129_13,13,129,1
129_14,14,129,1
129_16,16,129,1
129_17,17,129,1
129_18,18,129,1
129_19,19,129,1
129_20,20,129,2
129_21,21,129,2
129_22,22,129,2
129_23,23,129,2
129_24,24,129,2
129_25,25,129,2
129_26,26,129,2
129_27,27,129,2
129_28,28,129,2
129_29,29,129,2
130_0,0,130,0
130_1,1,130,0
130_2,2,130,0
130_3,3,130,0
130_4,4,130,0
130_5,5,130,0
130_6,6,130,0
130_7,7,130,0
130_8,8,130,0
130_9,9,130,0
130_10,10,130,1
130_12,12,130,1
130_13,13,130,1
131_0,0,131,0
131_1,1,131,0
131_2,2,131,0
131_3,3,131,0
131_4,4,131,0
131_5,5,131,0
131_6,6,131,0
131_7,7,131,0
131_8,8,131,0
131_9,9,131,0
131_10,10,131,1
131_11,11,131,1
131_12,12,131,1
131_13,13,131,1
131_14,14,131,1
131_15,15,131,1
131_16,16,131,1
131_17,17,131,1
131_18,18,131,1
131_19,19,131,1
132_0,0,132,0
132_1,1,132,0
132_2,2,132,0
132_3,3,132,0
132_4,4,132,0
132_5,5,132,0
132_6,6,132,0
132_7,7,132,0
132_8,8,132,0
132_9,9,132,0
132_10,10,132,1
132_11,11,132,1
132_12,12,132,1
132_13,13,132,1
132_14,14,132,1
132_15,15,132,1
132_16,16,132,1
133_0,0,133,0
133_1,1,133,0
133_2,2,133,0
133_3,3,133,0
133_4,4,133,0
133_5,5,133,0
133_6,6,133,0
133_7,7,133,0
133_8,8,133,0
133_9,9,133,0
133_11,11,133,1
133_12,12,133,1
133_13,13,133,1
133_14,14,133,1
133_15,15,133,1
133_16,16,133,1
133_17,17,133,1
133_18,18,133,1
133_19,19,133,1
134_0,0,134,0
134_1,1,134,0
134_2,2,134,0
134_3,3,134,0
134_4,4,134,0
134_5,5,134,0
134_6,6,134,0
134_7,7,134,0
134_8,8,134,0
134_9,9,134,0
134_10,10,134,1
134_11,11,134,1
134_12,12,134,1
134_13,13,134,1
134_14,14,134,1
134_15,15,134,1
134_16,16,134,1
134_17,17,134,1
134_18,18,134,1
134_19,19,134,1
135_0,0,135,0
135_1,1,135,0
135_2,2,135,0
135_3,3,135,0
135_4,4,135,0
135_5,5,135,0
135_6,6,135,0
135_8,8,135,0
135_9,9,135,0
135_10,10,135,1
135_11,11,135,1
135_12,12,135,1
135_13,13,135,1
135_14,14,135,1
135_15,15,135,1
135_16,16,135,1
135_17,17,135,1
135_18,18,135,1
135_19,19,135,1
136_0,0,136,0
136_1,1,136,0
136_2,2,136,0
136_3,3,136,0
136_4,4,136,0
136_5,5,136,0
136_6,6,136,0
136_7,7,136,0
136_8,8,136,0
136_9,9,136,0
136_10,10,136,1
136_11,11,136,1
136_12,12,136,1
136_13,13,136,1
136_14,14,136,1
136_15,15,136,1
136_17,17,136,1
136_18,18,136,2
136_19,19,136,2
136_20,20,136,2
136_21,21,136,2
136_22,22,136,2
136_23,23,136,2
136_24,24,136,2
136_25,25,136,2
136_26,26,136,2
136_27,27,136,2
137_0,0,137,0
137_1,1,137,0
137_2,2,137,0
137_3,3,137,0
137_4,4,137,0
137_5,5,137,0
137_6,6,137,0
137_7,7,137,0
137_8,8,137,0
137_9,9,137,0
137_10,10,137,1
137_11,11,137,1
137_12,12,137,1
137_13,13,137,1
137_14,14,137,1
137_15,15,137,1
137_16,16,137,1
137_17,17,137,1
137_18,18,137,1
137_19,19,137,1
138_0,0,138,0
138_1,1,138,0
138_2,2,138,0
138_3,3,138,0
138_4,4,138,0
138_5,5,138,0
138_6,6,138,0
138_7,7,138,0
138_8,8,138,0
138_9,9,138,0
138_10,10,138,1
138_11,11,138,1
138_12,12,138,1
138_13,13,138,1
138_14,14,138,1
138_15,15,138,1
138_16,16,138,1
138_17,17,138,1
138_18,18,138,1
138_20,20,138,2
138_21,21,138,2
138_22,22,138,2
138_23,23,138,2
138_24,24,138,2
139_0,0,139,0
139_1,1,139,0
139_2,2,139,0
139_3,3,139,0
139_4,4,139,0
139_5,5,139,0
139_6,6,139,0
139_7,7,139,0
139_8,8,139,0
139_9,9,139,0
139_10,10,139,1
139_11,11,139,1
139_12,12,139,1
139_13,13,139,1
139_14,14,139,1
139_15,15,139,1
139_16,16,139,1
139_17,17,139,1
139_18,18,139,1
139_19,19,139,1
140_0,0,140,0
140_1,1,140,0
140_2,2,140,0
140_3,3,140,0
140_4,4,140,0
140_5,5,140,0
140_6,6,140,0
140_7,7,140,0
140_8,8,140,0
140_9,9,140,0
140_10,10,140,1
140_11,11,140,1
140_12,12,140,1
140_13,13,140,1
140_14,14,140,1
140_15,15,140,1
140_16,16,140,1
140_17,17,140,1
140_18,18,140,1
140_19,19,140,1
141_0,0,141,0
141_1,1,141,0
141_2,2,141,0
141_3,3,141,0
141_4,4,141,0
141_5,5,141,0
141_6,6,141,0
141_7,7,141,0
141_8,8,141,0
141_9,9,141,0
141_10,10,141,1
141_11,11,141,1
141_12,12,141,1
141_13,13,141,1
141_14,14,141,1
141_15,15,141,1
141_16,16,141,1
141_17,17,141,1
141_18,18,141,1
141_19,19,141,1
141_20,20,141,2
141_21,21,141,2
141_22,22,141,2
141_23,23,141,2
141_24,24,141,2
141_25,25,141,2
141_26,26,141,2
141_27,27,141,2
141_28,28,141,2
141_29,29,141,2
142_0,0,142,0
142_1,1,142,0
142_2,2,142,0
142_3,3,142,0
142_4,4,142,0
142_5,5,142,0
142_6,6,142,0
142_7,7,142,0
142_8,8,142,0
142_9,9,142,0
142_10,10,142,1
142_11,11,142,1
142_12,12,142,1
142_13,13,142,1
142_14,14,142,1
142_15,15,142,1
142_16,16,142,1
142_17,17,142,1
142_18,18,142,1
142_19,19,142,1
143_0,0,143,0
143_1,1,143,0
143_2,2,143,0
143_3,3,143,0
143_4,4,143,0
143_5,5,143,0
143_6,6,143,0
143_7,7,143,0
143_8,8,143,0
143_9,9,143,0
144_0,0,144,0
144_1,1,144,0
144_2,2,144,0
144_3,3,144,0
144_4,4,144,0
144_5,5,144,0
144_6,6,144,0
144_7,7,144,0
144_8,8,144,0
144_9,9,144,0
144_10,10,144,1
144_11,11,144,1
144_12,12,144,1
144_13,13,144,1
144_14,14,144,1
144_15,15,144,1
144_16,16,144,1
144_17,17,144,1
144_18,18,144,1
144_19,19,144,1
145_0,0,145,0
145_1,1,145,0
145_2,2,145,0
145_3,3,145,0
145_4,4,145,0
145_5,5,145,0
145_6,6,145,0
145_7,7,145,0
145_8,8,145,0
145_9,9,145,0
145_10,10,145,1
145_11,11,145,1
145_12,12,145,1
145_13,13,145,1
145_14,14,145,1
145_15,15,145,1
145_16,16,145,1
145_17,17,145,1
145_18,18,145,1
145_19,19,145,1
146_0,0,146,0
146_1,1,146,0
146_2,2,146,0
146_3,3,146,0
146_4,4,146,0
146_5,5,146,0
146_6,6,146,0
146_7,7,146,0
146_8,8,146,0
146_9,9,146,0
147_0,0,147,0
147_1,1,147,0
147_2,2,147,0
147_3,3,147,0
147_4,4,147,0
147_5,5,147,0
147_6,6,147,0
147_7,7,147,0
147_8,8,147,0
147_9,9,147,0
147_10,10,147,1
147_11,11,147,1
147_12,12,147,1
147_13,13,147,1
147_14,14,147,1
147_15,15,147,1
147_16,16,147,1
147_17,17,147,1
147_18,18,147,1
147_19,19,147,1
148_0,0,148,0
148_1,1,148,0
148_2,2,148,0
148_3,3,148,0
148_4,4,148,0
148_5,5,148,1
148_6,6,148,1
148_7,7,148,1
148_8,8,148,1
148_9,9,148,1
148_10,10,148,1
148_11,11,148,1
148_12,12,148,1
148_13,13,148,1
148_14,14,148,1
149_0,0,149,0
149_1,1,149,0
149_2,2,149,0
149_3,3,149,0
149_4,4,149,0
149_5,5,149,0
149_6,6,149,0
149_7,7,149,0
149_8,8,149,0
149_9,9,149,0
149_10,10,149,1
149_11,11,149,1
149_12,12,149,1
149_13,13,149,1
149_14,14,149,1
149_15,15,149,1
149_16,16,149,1
149_17,17,149,1
149_18,18,149,1
149_19,19,149,1
150_0,0,150,0
150_1,1,150,0
150_2,2,150,0
150_3,3,150,0
150_4,4,150,0
150_5,5,150,0
150_6,6,150,0
150_7,7,150,0
150_8,8,150,0
150_9,9,150,0
150_11,11,150,1
150_12,12,150,1
150_13,13,150,1
150_14,14,150,1
150_15,15,150,1
150_16,16,150,1
150_17,17,150,1
150_18,18,150,1
150_19,19,150,2
150_20,20,150,2
150_21,21,150,2
150_22,22,150,2
150_23,23,150,2
150_24,24,150,2
150_25,25,150,3
150_26,26,150,3
150_27,27,150,3
150_28,28,150,3
150_29,29,150,3
150_30,30,150,3
150_31,31,150,3
150_32,32,150,3
150_33,33,150,3
150_34,34,150,3
151_0,0,151,0
151_1,1,151,0
151_2,2,151,0
151_3,3,151,0
151_4,4,151,0
151_5,5,151,0
151_6,6,151,0
151_7,7,151,0
151_8,8,151,0
151_9,9,151,0
151_10,10,151,1
151_11,11,151,1
151_12,12,151,1
151_13,13,151,1
151_14,14,151,1
151_15,15,151,1
151_16,16,151,1
151_17,17,151,1
151_18,18,151,1
151_19,19,151,1
152_0,0,152,0
152_1,1,152,0
152_2,2,152,0
152_3,3,152,0
152_4,4,152,0
152_5,5,152,0
152_6,6,152,0
152_7,7,152,0
152_8,8,152,0
152_9,9,152,0
152_10,10,152,1
152_11,11,152,1
152_12,12,152,1
152_13,13,152,1
152_14,14,152,1
152_15,15,152,1
152_16,16,152,1
152_17,17,152,1
152_18,18,152,1
152_19,19,152,1
153_0,0,153,0
153_1,1,153,0
153_2,2,153,0
153_3,3,153,0
153_4,4,153,0
153_5,5,153,0
153_6,6,153,0
153_7,7,153,0
153_8,8,153,0
153_9,9,153,0
153_10,10,153,1
153_11,11,153,1
153_12,12,153,1
153_13,13,153,1
153_14,14,153,1
153_15,15,153,1
153_16,16,153,1
153_17,17,153,1
153_18,18,153,1
153_19,19,153,1
154_0,0,154,0
154_1,1,154,0
154_2,2,154,0
154_3,3,154,0
154_4,4,154,0
154_5,5,154,0
154_6,6,154,0
154_7,7,154,0
154_8,8,154,0
154_9,9,154,0
154_10,10,154,1
154_11,11,154,1
154_12,12,154,1
154_13,13,154,1
154_14,14,154,1
154_15,15,154,1
154_16,16,154,1
154_17,17,154,1
154_18,18,154,1
154_19,19,154,1
154_20,20,154,2
154_21,21,154,2
154_22,22,154,2
154_23,23,154,2
154_24,24,154,2
154_25,25,154,2
154_26,26,154,2
154_27,27,154,2
154_28,28,154,2
154_29,29,154,2
155_0,0,155,0
155_1,1,155,0
155_2,2,155,0
155_3,3,155,0
155_4,4,155,0
155_5,5,155,0
155_6,6,155,0
155_7,7,155,0
155_8,8,155,0
155_9,9,155,0
155_10,10,155,1
155_11,11,155,1
155_12,12,155,1
155_13,13,155,1
155_14,14,155,1
155_15,15,155,1
155_16,16,155,1
155_17,17,155,1
155_18,18,155,1
155_19,19,155,1
156_0,0,156,0
156_1,1,156,0
156_2,2,156,0
156_3,3,156,0
156_4,4,156,0
156_5,5,156,0
156_6,6,156,0
156_7,7,156,0
156_8,8,156,0
156_10,10,156,1
156_11,11,156,1
156_12,12,156,1
156_13,13,156,1
156_14,14,156,1
156_15,15,156,1
156_16,16,156,1
156_17,17,156,1
156_18,18,156,1
156_19,19,156,1
156_20,20,156,2
156_21,21,156,2
156_22,22,156,2
156_23,23,156,2
156_24,24,156,2
156_25,25,156,2
156_26,26,156,2
156_27,27,156,2
156_28,28,156,2
156_29,29,156,2
157_0,0,157,0
157_1,1,157,0
157_2,2,157,0
157_3,3,157,0
157_4,4,157,0
157_5,5,157,0
157_6,6,157,0
157_7,7,157,0
157_9,9,157,0
157_10,10,157,1
157_11,11,157,1
157_12,12,157,1
157_13,13,157,1
157_14,14,157,1
157_15,15,157,1
157_16,16,157,1
157_17,17,157,1
157_18,18,157,1
157_19,19,157,1
158_0,0,158,0
158_1,1,158,0
158_2,2,158,0
158_3,3,158,0
158_4,4,158,0
158_5,5,158,0
158_6,6,158,0
158_7,7,158,0
158_8,8,158,0
158_9,9,158,0
158_10,10,158,1
158_11,11,158,1
158_12,12,158,1
158_13,13,158,1
158_14,14,158,1
158_15,15,158,1
158_16,16,158,1
158_18,18,158,1
158_19,19,158,1
159_0,0,159,0
159_1,1,159,0
159_2,2,159,0
159_3,3,159,0
159_4,4,159,0
159_5,5,159,0
159_6,6,159,0
159_7,7,159,0
159_8,8,159,0
159_9,9,159,0
159_10,10,159,1
159_11,11,159,1
159_12,12,159,1
159_13,13,159,1
159_14,14,159,1
159_15,15,159,1
159_16,16,159,1
159_17,17,159,1
159_18,18,159,1
159_19,19,159,1
160_0,0,160,0
160_1,1,160,0
160_2,2,160,0
160_3,3,160,0
160_4,4,160,0
160_5,5,160,0
160_6,6,160,0
160_7,7,160,0
160_8,8,160,0
160_10,10,160,1
160_11,11,160,1
160_12,12,160,1
160_13,13,160,1
160_14,14,160,1
160_15,15,160,1
160_16,16,160,1
160_17,17,160,1
160_18,18,160,1
160_19,19,160,1
161_0,0,161,0
161_1,1,161,0
161_2,2,161,0
161_3,3,161,0
161_4,4,161,0
161_5,5,161,0
161_6,6,161,0
161_7,7,161,0
161_8,8,161,0
161_9,9,161,0
161_10,10,161,1
161_11,11,161,1
161_12,12,161,1
161_13,13,161,1
161_14,14,161,1
161_15,15,161,1
161_16,16,161,1
161_17,17,161,1
161_18,18,161,1
161_19,19,161,1
161_20,20,161,2
161_21,21,161,2
161_22,22,161,2
161_23,23,161,2
161_24,24,161,2
161_25,25,161,2
161_26,26,161,3
161_27,27,161,3
161_28,28,161,3
161_29,29,161,3
161_30,30,161,3
161_31,31,161,3
161_32,32,161,3
161_33,33,161,3
161_34,34,161,3
161_35,35,161,3
162_0,0,162,0
162_1,1,162,0
162_2,2,162,0
162_3,3,162,0
162_4,4,162,0
162_5,5,162,0
162_6,6,162,0
162_7,7,162,0
162_8,8,162,0
162_9,9,162,0
162_10,10,162,1
162_11,11,162,1
162_12,12,162,1
162_13,13,162,1
162_14,14,162,1
162_15,15,162,1
162_16,16,162,1
162_17,17,162,1
162_18,18,162,1
162_19,19,162,1
162_20,20,162,2
162_21,21,162,2
162_22,22,162,2
162_23,23,162,2
162_24,24,162,2
162_25,25,162,2
162_26,26,162,2
162_27,27,162,2
162_28,28,162,2
162_29,29,162,2
163_0,0,163,0
163_1,1,163,0
163_2,2,163,0
163_3,3,163,0
163_4,4,163,0
163_5,5,163,0
163_6,6,163,0
163_7,7,163,0
163_8,8,163,0
163_9,9,163,0
164_0,0,164,0
164_1,1,164,0
164_2,2,164,0
164_3,3,164,0
164_4,4,164,0
164_5,5,164,0
164_6,6,164,0
164_7,7,164,0
164_8,8,164,0
164_9,9,164,0
164_10,10,164,1
164_11,11,164,1
164_12,12,164,1
164_13,13,164,1
164_14,14,164,1
164_15,15,164,1
164_16,16,164,1
164_17,17,164,1
164_18,18,164,1
164_19,19,164,1
165_0,0,165,0
165_1,1,165,0
165_2,2,165,0
165_3,3,165,0
165_4,4,165,0
165_5,5,165,0
165_6,6,165,0
165_7,7,165,0
165_8,8,165,0
165_9,9,165,0
165_10,10,165,1
165_11,11,165,1
165_12,12,165,1
165_13,13,165,1
165_14,14,165,1
165_15,15,165,2
165_16,16,165,2
165_17,17,165,2
165_18,18,165,2
165_19,19,165,2
165_20,20,165,2
165_21,21,165,2
165_22,22,165,2
165_23,23,165,3
165_24,24,165,3
165_25,25,165,3
165_26,26,165,3
165_27,27,165,3
165_28,28,165,3
165_29,29,165,3
165_30,30,165,3
165_31,31,165,3
165_32,32,165,3
166_0,0,166,0
166_2,2,166,0
166_3,3,166,0
166_4,4,166,0
166_5,5,166,0
166_6,6,166,0
166_7,7,166,0
166_8,8,166,0
166_9,9,166,0
166_10,10,166,1
166_11,11,166,1
166_12,12,166,1
166_13,13,166,1
166_14,14,166,1
166_15,15,166,1
166_16,16,166,1
166_17,17,166,1
166_18,18,166,1
166_19,19,166,1
167_0,0,167,0
167_1,1,167,0
167_2,2,167,0
167_3,3,167,0
167_4,4,167,0
167_5,5,167,0
167_6,6,167,0
167_7,7,167,0
167_8,8,167,0
167_9,9,167,0
167_12,12,167,1
167_13,13,167,1
167_14,14,167,1
167_15,15,167,1
167_16,16,167,1
167_17,17,167,1
167_18,18,167,1
167_19,19,167,1
168_1,1,168,0
168_2,2,168,0
168_3,3,168,0
168_5,5,168,0
168_6,6,168,0
168_7,7,168,0
168_8,8,168,0
168_9,9,168,0
168_10,10,168,1
168_11,11,168,1
168_12,12,168,1
168_13,13,168,1
168_14,14,168,1
168_15,15,168,1
168_16,16,168,1
168_17,17,168,1
168_18,18,168,1
168_19,19,168,1
169_0,0,169,0
169_1,1,169,0
169_2,2,169,0
169_3,3,169,0
169_4,4,169,0
169_5,5,169,0
169_6,6,169,0
169_7,7,169,0
169_8,8,169,0
169_9,9,169,0
169_10,10,169,1
169_11,11,169,1
169_12,12,169,1
169_13,13,169,1
169_14,14,169,1
169_15,15,169,1
169_16,16,169,1
169_17,17,169,1
169_18,18,169,1
169_19,19,169,1
170_0,0,170,0
170_1,1,170,0
170_2,2,170,0
170_3,3,170,0
170_4,4,170,0
170_5,5,170,0
170_6,6,170,0
170_7,7,170,0
170_8,8,170,0
170_9,9,170,0
170_10,10,170,1
170_11,11,170,1
170_12,12,170,1
170_14,14,170,1
170_15,15,170,2
170_16,16,170,2
170_17,17,170,2
170_18,18,170,2
170_19,19,170,2
170_20,20,170,2
170_21,21,170,2
170_22,22,170,2
170_23,23,170,2
170_24,24,170,2
170_25,25,170,3
170_26,26,170,3
170_27,27,170,3
170_28,28,170,3
170_29,29,170,3
170_30,30,170,3
170_31,31,170,3
170_32,32,170,3
170_33,33,170,3
170_34,34,170,3
171_0,0,171,0
171_1,1,171,0
171_2,2,171,0
171_3,3,171,0
171_4,4,171,0
171_5,5,171,0
171_6,6,171,0
171_7,7,171,0
171_8,8,171,0
171_9,9,171,0
171_10,10,171,1
171_11,11,171,1
171_12,12,171,1
171_13,13,171,1
171_14,14,171,1
171_16,16,171,1
171_17,17,171,1
171_18,18,171,1
171_19,19,171,1
171_20,20,171,2
171_21,21,171,2
171_22,22,171,2
171_23,23,171,2
171_24,24,171,2
171_26,26,171,2
171_28,28,171,2
171_29,29,171,2
172_0,0,172,0
172_1,1,172,0
172_2,2,172,0
172_3,3,172,0
172_4,4,172,0
172_5,5,172,0
172_6,6,172,0
172_7,7,172,0
172_8,8,172,0
172_9,9,172,0
172_10,10,172,1
172_11,11,172,1
172_12,12,172,1
172_13,13,172,1
172_14,14,172,2
172_15,15,172,2
172_16,16,172,2
172_17,17,172,2
172_18,18,172,2
172_19,19,172,2
172_20,20,172,2
172_21,21,172,2
172_23,23,172,2
173_0,0,173,0
173_1,1,173,0
173_2,2,173,0
173_3,3,173,0
173_4,4,173,0
173_5,5,173,0
173_6,6,173,0
173_7,7,173,0
173_8,8,173,0
173_9,9,173,0
173_10,10,173,1
173_11,11,173,1
173_12,12,173,1
173_13,13,173,1
173_14,14,173,1
173_15,15,173,1
173_16,16,173,1
173_17,17,173,1
173_18,18,173,1
173_19,19,173,1
174_0,0,174,0
174_1,1,174,0
174_2,2,174,0
174_3,3,174,0
174_4,4,174,0
174_5,5,174,0
174_6,6,174,0
174_7,7,174,0
174_8,8,174,0
174_9,9,174,0
174_10,10,174,1
174_11,11,174,1
174_12,12,174,1
174_13,13,174,1
174_14,14,174,1
174_15,15,174,1
174_16,16,174,1
174_17,17,174,1
174_18,18,174,1
174_19,19,174,1
175_0,0,175,0
175_1,1,175,0
175_2,2,175,0
175_3,3,175,0
175_4,4,175,0
175_5,5,175,0
175_6,6,175,0
175_7,7,175,0
175_8,8,175,0
175_9,9,175,0
175_10,10,175,1
175_11,11,175,1
175_12,12,175,1
175_13,13,175,1
175_14,14,175,1
175_15,15,175,1
175_16,16,175,1
175_17,17,175,1
175_18,18,175,1
175_19,19,175,1
176_0,0,176,0
176_1,1,176,0
176_2,2,176,0
176_3,3,176,0
176_4,4,176,0
176_5,5,176,0
176_6,6,176,0
176_7,7,176,0
176_8,8,176,0
176_9,9,176,0
176_10,10,176,1
176_11,11,176,1
176_12,12,176,1
176_13,13,176,1
176_14,14,176,1
176_15,15,176,1
176_16,16,176,1
176_17,17,176,1
176_18,18,176,1
176_19,19,176,1
177_0,0,177,0
177_1,1,177,0
177_2,2,177,0
177_3,3,177,0
177_4,4,177,0
177_5,5,177,0
177_6,6,177,0
177_7,7,177,0
177_8,8,177,0
177_9,9,177,0
177_10,10,177,1
177_11,11,177,1
177_12,12,177,1
177_13,13,177,1
177_14,14,177,1
177_15,15,177,1
177_16,16,177,1
177_17,17,177,1
177_18,18,177,1
177_19,19,177,1
178_0,0,178,0
178_1,1,178,0
178_2,2,178,0
178_3,3,178,0
178_4,4,178,0
178_5,5,178,0
178_6,6,178,0
178_7,7,178,0
178_8,8,178,0
178_10,10,178,1
178_11,11,178,1
178_12,12,178,1
178_13,13,178,1
178_14,14,178,1
178_15,15,178,1
178_16,16,178,1
178_17,17,178,1
178_18,18,178,1
178_19,19,178,1
179_0,0,179,0
179_1,1,179,0
179_2,2,179,0
179_3,3,179,0
179_4,4,179,0
179_5,5,179,0
179_6,6,179,0
179_7,7,179,0
179_8,8,179,0
179_9,9,179,0
179_10,10,179,1
179_11,11,179,1
179_12,12,179,1
179_13,13,179,1
179_14,14,179,1
179_15,15,179,1
179_16,16,179,1
179_17,17,179,1
179_18,18,179,1
179_19,19,179,1
179_20,20,179,2
179_22,22,179,2
179_23,23,179,2
179_24,24,179,2
179_25,25,179,2
179_26,26,179,2
179_27,27,179,2
179_28,28,179,2
179_29,29,179,2
180_0,0,180,0
180_1,1,180,0
180_2,2,180,0
180_3,3,180,0
180_4,4,180,0
180_5,5,180,0
180_6,6,180,0
180_7,7,180,0
180_8,8,180,0
180_9,9,180,0
180_10,10,180,1
180_11,11,180,1
180_12,12,180,1
180_13,13,180,1
180_14,14,180,1
180_15,15,180,1
180_16,16,180,1
180_17,17,180,1
180_18,18,180,1
180_19,19,180,1
181_0,0,181,0
181_1,1,181,0
181_2,2,181,0
181_3,3,181,0
181_4,4,181,0
181_5,5,181,0
181_6,6,181,0
181_7,7,181,0
181_8,8,181,0
181_9,9,181,0
181_10,10,181,1
181_11,11,181,1
181_12,12,181,1
181_13,13,181,1
181_14,14,181,1
181_15,15,181,1
181_16,16,181,1
181_17,17,181,1
181_18,18,181,2
181_19,19,181,2
181_20,20,181,2
181_21,21,181,2
181_22,22,181,2
181_23,23,181,3
181_24,24,181,3
181_25,25,181,3
181_26,26,181,3
181_27,27,181,3
181_28,28,181,3
181_29,29,181,3
181_30,30,181,3
181_31,31,181,3
181_32,32,181,3
182_0,0,182,0
182_1,1,182,0
182_2,2,182,0
182_3,3,182,0
182_4,4,182,0
182_5,5,182,0
182_6,6,182,0
182_7,7,182,0
182_8,8,182,0
182_9,9,182,0
182_10,10,182,1
182_11,11,182,1
182_12,12,182,1
182_13,13,182,1
182_14,14,182,1
182_15,15,182,1
182_16,16,182,1
182_17,17,182,1
182_18,18,182,1
182_19,19,182,1
183_0,0,183,0
183_1,1,183,0
183_2,2,183,0
183_3,3,183,0
183_4,4,183,0
183_5,5,183,0
183_6,6,183,0
183_7,7,183,0
183_8,8,183,0
183_9,9,183,0
184_0,0,184,0
184_1,1,184,0
184_2,2,184,0
184_3,3,184,0
184_4,4,184,0
184_5,5,184,0
184_6,6,184,0
184_7,7,184,0
184_8,8,184,0
184_9,9,184,0
184_10,10,184,1
184_11,11,184,1
184_12,12,184,1
184_13,13,184,1
184_14,14,184,1
184_15,15,184,1
184_16,16,184,1
184_17,17,184,1
184_18,18,184,1
184_19,19,184,1
185_0,0,185,0
185_1,1,185,0
185_2,2,185,0
185_3,3,185,0
185_4,4,185,0
185_5,5,185,0
185_6,6,185,0
185_7,7,185,0
185_8,8,185,0
185_9,9,185,0
186_0,0,186,0
