,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
255_2,1,renovation_room,325,0,255,2,False,Poor air flow needs updating of room items and everything just looked old,2016-12-31,-0.4950074255466461,"[0, 40, 51]",-0.3708827439695597,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_3,1,renovation_room,325,0,255,3,False,Shower only in the room updates to lobby dining due to start in the fall of 2017,2017-04-14,-0.4976421594619751,"[0, 40, 51]",-0.3708827439695597,"['2015-01-01', '2018-08-02']",255_0,a,7,True
255_4,2,renovation_room,325,0,255,4,True,I enjoy staying at Courtyards when one is available but this particular site maybe had let the property run down a little too far before beginning renovations,2017-12-05,-0.4208149313926697,"[0, 40, 51]",-0.3708827439695597,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_5,2,renovation_room,325,0,255,5,True,Rooms and facilities in need of update,2018-03-07,-0.4553582668304443,"[0, 40, 51]",-0.3708827439695597,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_8,2,renovation_room,325,0,255,8,True,I would ’ve asked to change rooms but it was late by time I realized the tub needed a repair,2018-06-06,-0.4490592777729033,"[0, 40, 51]",-0.3708827439695597,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_10,2,renovation_room,325,1,255,10,True,Friendly staff updated clean rooms reasonable rates,2018-09-25,0.4985477328300476,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_11,2,renovation_room,325,1,255,11,True,Clean rooms friendly staff close to local retail and restaurants newly remodeled,2018-11-25,0.4996144771575928,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_12,2,renovation_room,325,1,255,12,True,Clean updated rooms and friendly front desk staff made for an excellent experience,2019-01-02,0.4989375472068786,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_13,2,renovation_room,325,1,255,13,True,Remodeled great stafclean rooms,2019-03-19,0.4982524514198303,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_14,1,renovation_room,325,1,255,14,False,Staff was very friendly pool was clean rooms were clean only thing was the hot tub needs to be updated,2019-03-24,0.4981982111930847,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_15,2,renovation_room,325,1,255,15,True,Warmly greated upon arrival check in and check out was a breeze the remodeled units were amazing,2019-05-15,0.4997546076774597,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,True
255_16,2,renovation_room,325,1,255,16,True,The rooms were clean and updated,2019-08-26,0.4857505559921265,"[0, 40, 51]",0.39141318743879133,"['2018-08-26', '2020-02-23']",255_1,d,7,
257_0,2,room,325,0,257,0,True,I will definitely stay there again when in the area and will stay at other Courtyards from now own,2015-04-13,0.4386209845542908,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_1,2,room,325,0,257,1,True,Nice room fast check in,2015-06-16,0.4990353584289551,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_2,2,room,325,0,257,2,True,The rooms were clean nice pool and the stall was great help,2015-10-05,0.4991682767868042,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,True
257_3,2,room,325,0,257,3,True,Has two nooks that have a television at the table so you can watch the morning news while you eat which was great,2015-11-07,0.4642003774642944,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_4,2,room,325,0,257,4,True,Great staff clean rooms and close to restaurants without having to go into heavy traffic,2016-02-25,0.4962750673294067,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_5,2,room,325,0,257,5,True,Children were thrilled to see a door between the room actually opening up and they have their own television,2016-03-28,0.28618043661117554,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_8,2,room,325,0,257,8,True,Good staff new rooms,2016-07-31,0.4985710382461548,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_9,2,room,325,0,257,9,True,Nice room could use a microwave but other than that no complaints,2016-09-08,0.30784815549850464,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_10,2,room,325,1,257,10,True,The hotel was clean and the beds comfortable but the king room to small and did not like that we had to go look for breakfast every morning with those to two things was a pulse but was not,2016-12-29,-0.13301068544387815,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,
257_11,1,room,325,1,257,11,False,After a wet cool day at the ball park our rooms were literally a port in the storm,2017-05-20,-0.032125145196914666,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,True
257_13,2,room,325,1,257,13,True,The room had an odd smell but it looked very clean and the bed is so comfortable,2017-07-25,-0.15431702136993408,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,
257_16,1,room,325,1,257,16,False,Well the service was great but it was in a bad area and the bathroom had all kind of bondo all over the tub and the beds was not the king size that was advertised it was a queen at best,2018-01-04,-0.03401133418083191,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,
257_20,2,room,325,2,257,20,True,On a We d I was given a room with a tube that did not drain,2018-07-20,-0.491979330778122,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
257_21,2,room,325,2,257,21,True,You would like that after we have toilet water flowing into our bedroom we should be moved to an entirely new room but that was not offered until we mentioned it,2019-01-01,-0.4971146881580353,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
257_22,2,room,325,2,257,22,True,room setup and design was excelentpaper thin walls,2019-01-10,-0.4973176121711731,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
257_24,1,room,325,2,257,24,False,Unfortunately the balcony faced the busy freeway and the people above us had very noisy kids,2019-02-27,-0.4918075203895569,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
257_25,2,room,325,2,257,25,True,The only problem was that we were missing the container for the coffee and the refrigerator was not working,2019-03-15,-0.496863454580307,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
257_27,2,room,325,2,257,27,True,Only a walk in shower no bathtub to relax in,2019-11-06,-0.498175859451294,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,True
257_28,2,room,325,2,257,28,True,Fine hide your shame whatever next I get into the room and the a c makes this chortling sound as if its dying thankfully it just sounds like death and does nt smell like it,2019-11-06,-0.4456181526184082,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
257_29,2,room,325,2,257,29,True,The shower is right behind the door in the bathroom so do open the door with caution and keep an eye on your younger kids if you have them because you do nt want them shoving the door open,2019-11-06,-0.4942293465137482,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,8,
258_0,2,facility,180,0,258,0,True,No elevator to the second floor and had difficulty climbing the stairs,2015-01-14,-0.4983577132225037,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_1,1,facility,180,0,258,1,False,Yes it is an old hotel so they do not have an elevator or large bathroom but I thought this added to the charm of the hotel,2015-12-12,-0.3028263449668884,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_3,2,facility,180,0,258,3,True,It sucked Atwater Hotel has NO ELEVATOR,2016-06-16,-0.4164809882640839,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_4,2,facility,180,0,258,4,True,If you have heavy bags good luck carrying them upstairs because there are no elevators,2016-08-10,-0.4750580489635468,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_5,2,facility,180,0,258,5,True,Elevator to 3rd floor,2016-08-20,-0.4940189719200134,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_6,2,facility,180,0,258,6,True,Disadvantages no microwave or fridge no elevators very small shower area,2017-03-30,-0.4989874362945557,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,True
258_7,2,facility,180,0,258,7,True,The hotel is very old with no elevator,2017-03-31,-0.4919775128364563,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_8,2,facility,180,0,258,8,True,No elevator made it difficult to carry up luggage,2017-07-03,-0.4972118437290192,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_9,2,facility,180,0,258,9,True,The beakfast vouchers were also a plusThat the hotel did not have elevators rugs were outdated but they quickly explained that renovations were coming soon with any elevator in mind,2017-07-13,-0.49254071712493896,"[0, 250, 263]",-0.30276502333581445,"['2015-01-09', '2018-01-22']",258_0,a,9,
258_10,1,facility,180,1,258,10,False,The amenities extras and the luggage service off the boat,2019-10-09,0.4909275770187378,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_11,2,facility,180,1,258,11,True,Recently renovated the rooms were nice and the lobby area comfortable the attached Bistro worked well for a quick breakfast,2019-11-16,0.4996955394744873,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,True
258_12,2,facility,180,1,258,12,True,For example they have a variety of games to play in the lobby a complimentary happy hour and a very friendly staff,2019-12-16,0.4987679123878479,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_13,2,facility,180,1,258,13,True,We went at Christmas time and the lobby was completely decorated for the holidays,2019-12-16,0.4758591055870056,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_14,2,facility,180,1,258,14,True,Happy hour was exceptional with several wine options delicious hors doeuvres and fabulous ambiance in the lobby,2020-01-14,0.4996932744979858,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_15,2,facility,180,1,258,15,True,The lobby area is beautiful with a variety of seating areas,2020-02-08,0.46971434354782104,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_16,2,facility,180,1,258,16,True,I liked all the extras that came with the reservation complimentary wine reception breakfast casino tour bicycles luggage pick up,2020-02-08,0.4893279671669006,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_17,2,facility,180,1,258,17,True,Good wine and champagne plentiful amounts and plenty of seating in the lobby to enjoy,2020-02-08,0.4990550875663757,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
258_18,2,facility,180,1,258,18,True,The complimentary wine reception was impressive,2020-02-08,0.4979183077812195,"[0, 250, 263]",0.4488947494671895,"['2019-09-01', '2020-03-10']",258_1,d,9,
259_1,2,reception,180,0,259,1,True,Also the was a female Jamaican staff the was rude and not attentive to our needs,2015-03-18,-0.4635162353515625,"[0, 50, 410, 442]",0.2637352225184441,"['2015-01-01', '2015-06-27']",259_0,a,5,
259_2,2,reception,180,0,259,2,True,The wifi was very poor and the staff is not good,2015-03-30,-0.4726972281932831,"[0, 50, 410, 442]",0.2637352225184441,"['2015-01-01', '2015-06-27']",259_0,a,5,
259_3,2,reception,180,0,259,3,True,Always can not find the room service on phone,2015-03-30,-0.4965906441211701,"[0, 50, 410, 442]",0.2637352225184441,"['2015-01-01', '2015-06-27']",259_0,a,5,True
259_4,2,reception,180,0,259,4,True,When I asked one of the hotel staff to warm up my coffee with a microwave it came back to me the same temperature,2015-04-07,-0.4925622344017029,"[0, 50, 410, 442]",0.2637352225184441,"['2015-01-01', '2015-06-27']",259_0,a,5,
259_5,2,reception,180,0,259,5,True,The staff was friendly but seemed new so the attention to detail and follow up was not the best,2015-04-09,-0.15301057696342468,"[0, 50, 410, 442]",0.2637352225184441,"['2015-01-01', '2015-06-27']",259_0,a,5,
259_10,2,reception,180,1,259,10,True,To give them credit as we were leaving Jose offered up the service they have to get your baggage to the boat dock and it is FREE,2015-11-06,0.3308306336402893,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,
259_11,2,reception,180,1,259,11,True,However the staff was friendly to provided roll over bed which helped to sleep with our kid,2015-12-25,0.2945525646209717,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,
259_12,2,reception,180,1,259,12,True,While that was an inconvenience the hotel itself was nice and the staff worked above and beyond in order to ensure our comfort,2016-03-22,0.2967819571495056,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,
259_15,2,reception,180,1,259,15,True,Hotel staff was very nice beds were comfortable but honestly I would not stay again because the windows were so old that the man talking on the street sounded like he was in your room,2016-10-03,0.27874571084976196,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,True
259_16,2,reception,180,1,259,16,True,Desk staff wonderful housekeeper rude,2016-11-14,0.3261950612068176,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,
259_17,2,reception,180,1,259,17,True,Customer service was OK,2017-01-27,0.3159990310668945,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,
259_18,2,reception,180,1,259,18,True,Liam our Bellhop was always there to hook us up with anything we needed,2017-05-18,0.3122814893722534,"[0, 50, 410, 442]",0.3448155074566603,"['2015-06-29', '2017-12-29']",259_1,d,7,
261_0,2,room,180,0,261,0,True,Lovely clean rooms great location friendly and helpful staff,2015-03-17,0.4997825026512146,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,True
261_1,2,room,180,0,261,1,True,We had a nice view of the mountains from our room and we could open the windows and get fresh air,2015-04-09,0.4966669678688049,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_2,2,room,180,0,261,2,True,Enjoyed the traditional atmosphere and the sea breeze through the window for a top floor room,2015-04-24,0.4970532655715942,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_3,2,room,180,0,261,3,True,Booked a king room and arrived to find it was a suite with a living room and bedroom,2015-07-16,0.3245518803596497,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_4,2,room,180,0,261,4,True,Room was bright and airy,2015-08-11,0.4943922162055969,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_5,2,room,180,0,261,5,True,I had requested quiet room got one,2015-08-18,0.4165660738945007,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_6,2,room,180,0,261,6,True,I loved how bright the room was it felt very comforting,2015-08-20,0.4994025230407715,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_7,2,room,180,0,261,7,True,were upgraded to a king bed room,2015-08-22,0.4940609335899353,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_8,2,room,180,0,261,8,True,Excellent bed and furniture evoking a bygone era,2015-10-19,0.4996300935745239,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_9,2,room,180,0,261,9,True,The staff was excellent rooms were clean and comfy,2015-10-20,0.4997150301933289,"[0, 150, 512]",-0.08840045724840706,"['2015-01-01', '2015-11-02']",261_0,b,10,
261_10,2,room,180,1,261,10,True,Our room faced a bar and it was very loud at night especially during closing time,2015-11-16,-0.49711620807647705,"[0, 150, 512]",-0.20243499933329615,"['2015-11-06', '2020-03-10']",261_1,d,5,
261_13,2,room,180,1,261,13,True,The 1 room had a full toilet and smelled the 2 had mold and if you open the bath door you would hit the person at the sink no hot water in shower little water presurelights burned out,2016-05-06,-0.4968423843383789,"[0, 150, 512]",-0.20243499933329615,"['2015-11-06', '2020-03-10']",261_1,d,5,
261_15,2,room,180,1,261,15,True,Requested handicap accessible room and discovered NO ground level rooms NO ELEVATOR,2017-05-18,-0.4969118237495422,"[0, 150, 512]",-0.20243499933329615,"['2015-11-06', '2020-03-10']",261_1,d,5,
261_16,2,room,180,1,261,16,True,You also need to add a shelf or 2 in the bathroom for toiletry and cosmetic bags,2017-07-07,-0.4667268991470337,"[0, 150, 512]",-0.20243499933329615,"['2015-11-06', '2020-03-10']",261_1,d,5,
261_17,2,room,180,1,261,17,True,And some curtains would be nice just blinds in our room that needed some maintenance,2017-07-17,-0.4984306395053864,"[0, 150, 512]",-0.20243499933329615,"['2015-11-06', '2020-03-10']",261_1,d,5,True
262_0,2,facility,46,0,262,0,True,Good service and clean facility,2015-09-14,0.4982593655586242,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_1,2,facility,46,0,262,1,True,Loved the nightly wine and snack reception,2015-10-04,0.4982039928436279,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_2,2,facility,46,0,262,2,True,Has the feel of a New England Inn with current amenities,2016-12-18,0.3142416477203369,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_3,2,facility,46,0,262,3,True,The lovely artworks throughout the halls and rooms and even in the elevator are beautiful with what appear to be local scenes,2017-02-23,0.4874507188796997,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_4,2,facility,46,0,262,4,True,The afternoon reception was a welcome respite and the staff only added to the warmth and coziness of the place,2017-03-01,0.4988283514976502,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_5,2,facility,46,0,262,5,True,Our spacious room with its balcony overlooking the rushing stream was delightful as was the wine and cheese offered in the hotel foyer in the evening and the continental breakfast in the morning,2017-08-07,0.4996773004531861,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,True
262_6,2,facility,46,0,262,6,True,The in room coffee was delicious and the rest of the amenities were also high in quality,2018-02-12,0.4918849468231201,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_7,2,facility,46,0,262,7,True,The facility was in a good location,2018-04-15,0.498227059841156,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_8,2,facility,46,0,262,8,True,Great lovely location and facilities,2018-07-03,0.4988003969192505,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_9,2,facility,46,0,262,9,True,Very welcoming lobby and loved the complimentary wine and cheese,2018-09-16,0.4992243051528929,"[0, 65, 88]",0.1632943094540865,"['2015-01-04', '2019-01-26']",262_0,b,10,
262_10,2,facility,46,1,262,10,True,There is not even a lobby just some type of suite or hospitality room on the fourth floor they are using for check in,2019-06-28,-0.4964135587215424,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_11,2,facility,46,1,262,11,True,The workman was using the guest elevator to bring up drywall to the above rooms being renovated,2019-07-16,-0.4969561398029328,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_12,2,facility,46,1,262,12,True,However the hallway that house the rooms smelled as if every worker on the property slept there,2019-07-22,-0.486856073141098,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_13,2,facility,46,1,262,13,True,They should have discounted rates while under construction due to lack of amenities such as ice balcony gym etc,2019-07-29,-0.4813387095928192,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_14,2,facility,46,1,262,14,True,On a creek in town no pool or hot tubBreakfast was disappointing Hotel is under construction until January Loud and very weird floors closed padding in elevators confusing,2019-08-19,-0.4824380874633789,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_15,2,facility,46,1,262,15,True,The construction process made it really difficult for me to find the lobby and the room that reception desk was set up it was poorly designed made so my first impression about the place was not good at all before I get to the room,2019-08-26,-0.4974851906299591,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,True
262_16,2,facility,46,1,262,16,True,ie gym is closed,2019-08-26,-0.4972144365310669,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_17,2,facility,46,1,262,17,True,reception is random desk,2019-08-26,-0.4776841998100281,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_18,2,facility,46,1,262,18,True,They are under renovations most of the facility is closed,2019-09-21,-0.4895668029785156,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
262_19,2,facility,46,1,262,19,True,Hall are full of construction materials,2019-09-24,-0.4800289273262024,"[0, 65, 88]",-0.2278605747050133,"['2019-05-15', '2020-02-27']",262_1,d,10,
263_0,2,reception,46,0,263,0,True,We did pay more than average for a room but the value was reflected in the service,2015-07-05,-0.3906577229499817,"[0, 155, 180, 200, 210]",0.3220225494120344,"['2015-04-21', '2018-09-09']",263_0,a,5,
263_2,2,reception,46,0,263,2,True,Staff very helpfulgardener with his power tools was too loud,2016-10-18,-0.4971069395542145,"[0, 155, 180, 200, 210]",0.3220225494120344,"['2015-04-21', '2018-09-09']",263_0,a,5,True
263_3,2,reception,46,0,263,3,True,though the kind gentleman at the front desk did my printing for me,2016-12-15,-0.17803707718849182,"[0, 155, 180, 200, 210]",0.3220225494120344,"['2015-04-21', '2018-09-09']",263_0,a,5,
263_5,2,reception,46,0,263,5,True,The front desk clerk Beverly was like a concierge,2017-07-25,-0.3279920220375061,"[0, 155, 180, 200, 210]",0.3220225494120344,"['2015-04-21', '2018-09-09']",263_0,a,5,
263_7,2,reception,46,0,263,7,True,I am sorry I did not get the name of the lovely woman at the front desk who saved my paperwork,2018-02-15,-0.3688520789146423,"[0, 155, 180, 200, 210]",0.3220225494120344,"['2015-04-21', '2018-09-09']",263_0,a,5,
263_10,2,reception,46,1,263,10,True,The service was super friendly and high quality,2018-09-11,0.4932576417922974,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_11,2,reception,46,1,263,11,True,Basic but sufficient continental breakfast friendly staff,2018-09-28,0.4866099953651428,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,True
263_12,2,reception,46,1,263,12,True,Warm and friendly staff,2018-10-15,0.4904916882514954,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_13,2,reception,46,1,263,13,True,The staff was excellent in service,2018-10-17,0.4955951571464538,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_14,2,reception,46,1,263,14,True,Was just visiting some friends who were staying here but the staff was super friendly the lobby was great the room was very nice with an amazing balcony that looked like you were in a forest,2018-10-24,0.4953729510307312,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_15,2,reception,46,1,263,15,True,Warm and endearing staff,2018-10-31,0.4930005073547363,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_16,2,reception,46,1,263,16,True,The staff is friendly and helpful,2018-12-18,0.4962230920791626,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_17,2,reception,46,1,263,17,True,Beautiful locationnice staff,2019-03-14,0.4955061674118042,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_18,2,reception,46,1,263,18,True,The staff is so friendly and helpful,2019-03-15,0.4968981742858887,"[0, 155, 180, 200, 210]",0.4974488949775696,"['2018-09-10', '2019-03-17']",263_1,c,9,
263_19,2,reception,46,2,263,19,True,The checkin was fast and welcoming,2019-03-21,0.4872819781303406,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_20,2,reception,46,2,263,20,True,Staff here is so friendly great customer service rooms are nice bed comfortable good location Would book here agian,2019-04-01,0.4967114925384522,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,True
263_21,2,reception,46,2,263,21,True,Receptionists I came across were friendly,2019-05-15,0.4907784461975098,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_22,2,reception,46,2,263,22,True,I wish I remembered the name of the lovely woman who was at the front desk,2019-06-26,0.440449059009552,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_23,2,reception,46,2,263,23,True,The staff was very friendly and helpful due to the construction,2019-07-05,0.4963845014572144,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_24,2,reception,46,2,263,24,True,Otherwise great location clean friendly staff,2019-08-17,0.4934747815132141,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_25,2,reception,46,2,263,25,True,However staff is awesome and the rooms and brand new and gorgeous,2019-09-11,0.4591572284698486,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_26,2,reception,46,2,263,26,True,i Would definitely stay here again because of the excellent staff Location and lovely setting,2019-09-16,0.4914743900299072,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_27,2,reception,46,2,263,27,True,The place was undergoing renovation so there was construction going on that was a little more extensive than we had anticipated but the staff were super accommodating and our accommodations clean with a lovely view of trees and a creek,2019-09-16,0.2901983857154846,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
263_28,2,reception,46,2,263,28,True,Friendly receptionist let us stay extra hour due to our car trouble,2019-10-06,0.4952294826507568,"[0, 155, 180, 200, 210]",0.05894630625844001,"['2019-03-19', '2019-10-10']",263_2,d,10,
264_0,1,restaurant,46,0,264,0,False,Fresh fruit yogurt bagels breads pastries and waffles at the Continental breakfast but almost no low carb low sugar choices for my diabetic husband,2016-05-18,0.4520156979560852,"[0, 180, 204]",0.15044576770591514,"['2015-01-04', '2019-03-11']",264_0,b,3,
264_6,1,restaurant,46,0,264,6,False,Excellent bar breakfast,2018-01-31,0.4984322190284729,"[0, 180, 204]",0.15044576770591514,"['2015-01-04', '2019-03-11']",264_0,b,3,True
264_8,2,restaurant,46,0,264,8,True,The buffet breakfast has everything you need,2018-04-16,0.4364324808120728,"[0, 180, 204]",0.15044576770591514,"['2015-01-04', '2019-03-11']",264_0,b,3,
264_10,2,restaurant,46,1,264,10,True,It is under renovation so continental breakfast was pretty much picking up and taking back to room,2019-04-05,-0.4959277510643005,"[0, 180, 204]",-0.057804152990380914,"['2019-03-15', '2020-03-12']",264_1,d,8,
