,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,sentiment,cpt_id,cpt_label,ts_len
207_13,2,room,420,1,207,13,True,0.4979820251464844,207_1,,9
207_14,2,room,420,1,207,14,True,0.4981472492218018,207_1,,9
207_15,2,room,420,1,207,15,True,0.4990766048431397,207_1,,9
207_17,2,room,420,1,207,17,True,0.4989996552467346,207_1,,9
207_18,2,room,420,1,207,18,True,0.4681586623191834,207_1,,9
207_19,2,room,420,1,207,19,True,0.4989122152328491,207_1,,9
208_1,2,facility,217,0,208,1,True,0.4569849967956543,208_0,b,6
208_2,2,facility,217,0,208,2,True,0.4985656142234802,208_0,b,6
208_3,2,facility,217,0,208,3,True,0.4557672739028929,208_0,b,6
208_6,2,facility,217,0,208,6,True,0.4910374879837036,208_0,b,6
208_7,2,facility,217,0,208,7,True,0.4220926761627197,208_0,b,6
208_8,2,facility,217,0,208,8,True,0.4991746544837952,208_0,b,6
208_10,2,facility,217,1,208,10,True,-0.25337922573089605,208_1,,6
208_11,2,facility,217,1,208,11,True,-0.4990021288394928,208_1,,6
208_12,2,facility,217,1,208,12,True,-0.4948605597019196,208_1,,6
208_13,2,facility,217,1,208,13,True,-0.4849326610565186,208_1,,6
208_14,2,facility,217,1,208,14,True,-0.4970192313194275,208_1,,6
208_19,2,facility,217,1,208,19,True,-0.4963873624801636,208_1,,6
209_1,2,restaurant,217,0,209,1,True,0.3928647637367249,209_0,b,5
209_3,2,restaurant,217,0,209,3,True,0.4986845850944519,209_0,b,5
209_6,2,restaurant,217,0,209,6,True,0.4995102882385254,209_0,b,5
209_7,2,restaurant,217,0,209,7,True,0.4956022500991821,209_0,b,5
209_8,2,restaurant,217,0,209,8,True,0.498957633972168,209_0,b,5
209_10,2,restaurant,217,1,209,10,True,-0.4922704100608826,209_1,,6
209_12,2,restaurant,217,1,209,12,True,-0.4844196736812592,209_1,,6
209_14,2,restaurant,217,1,209,14,True,-0.495829850435257,209_1,,6
209_17,2,restaurant,217,1,209,17,True,-0.4826395511627197,209_1,,6
209_18,2,restaurant,217,1,209,18,True,-0.4960979521274567,209_1,,6
209_19,2,restaurant,217,1,209,19,True,-0.4689821302890778,209_1,,6
210_0,2,reception,48,0,210,0,True,0.4986991882324219,210_0,b,8
210_1,2,reception,48,0,210,1,True,0.4956895709037781,210_0,b,8
210_3,2,reception,48,0,210,3,True,0.4940582513809204,210_0,b,8
210_4,2,reception,48,0,210,4,True,0.4994101524353027,210_0,b,8
210_5,2,reception,48,0,210,5,True,0.4990425705909729,210_0,b,8
210_6,2,reception,48,0,210,6,True,0.4985930323600769,210_0,b,8
210_7,2,reception,48,0,210,7,True,0.4985255599021912,210_0,b,8
210_9,2,reception,48,0,210,9,True,0.4989707469940186,210_0,b,8
211_1,2,restaurant,48,0,211,1,True,0.4783334732055664,211_0,b,4
211_2,2,restaurant,48,0,211,2,True,0.4684239029884338,211_0,b,4
211_3,2,restaurant,48,0,211,3,True,0.4803850650787354,211_0,b,4
211_4,2,restaurant,48,0,211,4,True,0.496703565120697,211_0,b,4
214_2,2,facility,269,0,214,2,True,0.4988225102424622,214_0,b,7
214_3,2,facility,269,0,214,3,True,0.4907954335212708,214_0,b,7
214_5,2,facility,269,0,214,5,True,0.3512605428695679,214_0,b,7
214_6,2,facility,269,0,214,6,True,0.4138239026069641,214_0,b,7
214_7,2,facility,269,0,214,7,True,0.4740773439407349,214_0,b,7
214_8,2,facility,269,0,214,8,True,0.496771514415741,214_0,b,7
214_9,2,facility,269,0,214,9,True,0.4426842927932739,214_0,b,7
215_2,2,reception,269,0,215,2,True,0.4999309778213501,215_0,b,4
215_3,2,reception,269,0,215,3,True,0.4997275471687317,215_0,b,4
215_8,2,reception,269,0,215,8,True,0.4880716800689697,215_0,b,4
215_9,2,reception,269,0,215,9,True,0.4997037053108215,215_0,b,4
218_20,2,reception,404,2,218,20,True,0.312217652797699,218_2,b,7
218_22,2,reception,404,2,218,22,True,0.3171488046646118,218_2,b,7
218_23,2,reception,404,2,218,23,True,0.3290631175041199,218_2,b,7
218_24,2,reception,404,2,218,24,True,0.2204604148864746,218_2,b,7
218_27,2,reception,404,2,218,27,True,0.2971746325492859,218_2,b,7
218_28,2,reception,404,2,218,28,True,0.1939533352851868,218_2,b,7
218_29,2,reception,404,2,218,29,True,0.34785670042037964,218_2,b,7
218_40,2,reception,404,4,218,40,True,0.4991140961647034,218_4,,6
218_41,2,reception,404,4,218,41,True,0.4974703788757324,218_4,,6
218_44,2,reception,404,4,218,44,True,0.4963405132293701,218_4,,6
218_45,2,reception,404,4,218,45,True,0.4980081915855408,218_4,,6
218_47,2,reception,404,4,218,47,True,0.4950234889984131,218_4,,6
218_48,2,reception,404,4,218,48,True,0.4977966547012329,218_4,,6
219_10,2,renovation_room,404,1,219,10,True,0.1101137399673462,219_1,a,3
219_14,2,renovation_room,404,1,219,14,True,-0.10240748524665833,219_1,a,3
219_15,2,renovation_room,404,1,219,15,True,0.00807487964630127,219_1,a,3
219_16,2,renovation_room,404,2,219,16,True,0.4995502829551697,219_2,,7
219_17,2,renovation_room,404,2,219,17,True,0.4907169938087464,219_2,,7
219_18,2,renovation_room,404,2,219,18,True,0.1594492793083191,219_2,,7
219_19,2,renovation_room,404,2,219,19,True,0.02472966909408569,219_2,,7
219_20,2,renovation_room,404,2,219,20,True,0.4966283440589905,219_2,,7
219_24,2,renovation_room,404,2,219,24,True,0.28889310359954834,219_2,,7
219_25,2,renovation_room,404,2,219,25,True,0.4952439665794373,219_2,,7
222_30,2,reception,318,3,222,30,True,-0.020568549633026127,222_3,b,4
222_32,2,reception,318,3,222,32,True,-0.039155781269073486,222_3,b,4
222_35,2,reception,318,3,222,35,True,-0.09514033794403076,222_3,b,4
222_39,2,reception,318,3,222,39,True,-0.08852800726890564,222_3,b,4
222_43,2,reception,318,4,222,43,True,-0.13727280497550964,222_4,b,5
222_45,2,reception,318,4,222,45,True,-0.11838901042938232,222_4,b,5
222_46,2,reception,318,4,222,46,True,-0.06640568375587462,222_4,b,5
222_47,2,reception,318,4,222,47,True,-0.03740108013153076,222_4,b,5
222_48,2,reception,318,4,222,48,True,-0.09393858909606934,222_4,b,5
223_0,2,restaurant,318,0,223,0,True,-0.4037290811538696,223_0,c,3
223_2,2,restaurant,318,0,223,2,True,-0.4959808588027954,223_0,c,3
223_4,2,restaurant,318,0,223,4,True,-0.4553006887435913,223_0,c,3
223_21,2,restaurant,318,2,223,21,True,0.007350087165832519,223_2,a,5
223_22,2,restaurant,318,2,223,22,True,0.0195244550704956,223_2,a,5
223_25,2,restaurant,318,2,223,25,True,0.03405261039733887,223_2,a,5
223_26,2,restaurant,318,2,223,26,True,-0.01414451003074646,223_2,a,5
223_27,2,restaurant,318,2,223,27,True,0.03825068473815918,223_2,a,5
223_30,2,restaurant,318,3,223,30,True,0.4997119307518005,223_3,,6
223_31,2,restaurant,318,3,223,31,True,0.4993754029273987,223_3,,6
223_32,2,restaurant,318,3,223,32,True,0.4618384838104248,223_3,,6
223_34,2,restaurant,318,3,223,34,True,0.496915340423584,223_3,,6
223_36,2,restaurant,318,3,223,36,True,0.4892128705978394,223_3,,6
223_37,2,restaurant,318,3,223,37,True,0.4980441331863403,223_3,,6
224_1,2,facility,228,0,224,1,True,0.4674057960510254,224_0,b,8
224_2,2,facility,228,0,224,2,True,0.4986407160758972,224_0,b,8
224_3,2,facility,228,0,224,3,True,0.4990886449813843,224_0,b,8
224_4,2,facility,228,0,224,4,True,0.4580202102661133,224_0,b,8
224_5,2,facility,228,0,224,5,True,0.466711163520813,224_0,b,8
224_6,2,facility,228,0,224,6,True,0.4976350069046021,224_0,b,8
224_7,2,facility,228,0,224,7,True,0.4973681569099426,224_0,b,8
224_9,2,facility,228,0,224,9,True,0.42714500427246094,224_0,b,8
226_0,2,pool,437,0,226,0,True,-0.4892445206642151,226_0,a,6
226_1,2,pool,437,0,226,1,True,-0.4790846407413482,226_0,a,6
226_2,2,pool,437,0,226,2,True,0.0569799542427063,226_0,a,6
226_3,2,pool,437,0,226,3,True,-0.4590214192867279,226_0,a,6
226_5,2,pool,437,0,226,5,True,-0.22494208812713626,226_0,a,6
226_8,2,pool,437,0,226,8,True,0.12836343050003052,226_0,a,6
226_10,2,pool,437,1,226,10,True,0.4947347640991211,226_1,,9
226_11,2,pool,437,1,226,11,True,0.4999088048934937,226_1,,9
226_12,2,pool,437,1,226,12,True,0.48740792274475103,226_1,,9
226_13,2,pool,437,1,226,13,True,0.4997759461402893,226_1,,9
226_14,2,pool,437,1,226,14,True,0.4871019124984741,226_1,,9
226_15,2,pool,437,1,226,15,True,0.4922453761100769,226_1,,9
226_16,2,pool,437,1,226,16,True,0.4307937026023865,226_1,,9
226_17,2,pool,437,1,226,17,True,0.4661268591880798,226_1,,9
226_19,2,pool,437,1,226,19,True,0.4824350476264954,226_1,,9
227_0,2,restaurant,437,0,227,0,True,-0.4552986323833466,227_0,a,7
227_1,2,restaurant,437,0,227,1,True,-0.4567323625087738,227_0,a,7
227_4,2,restaurant,437,0,227,4,True,-0.4502135217189789,227_0,a,7
227_5,2,restaurant,437,0,227,5,True,0.1085054874420166,227_0,a,7
227_6,2,restaurant,437,0,227,6,True,-0.4777792394161224,227_0,a,7
227_7,2,restaurant,437,0,227,7,True,-0.4945365190505981,227_0,a,7
227_8,2,restaurant,437,0,227,8,True,-0.027606815099716187,227_0,a,7
227_10,2,restaurant,437,1,227,10,True,0.4599355459213257,227_1,,9
227_11,2,restaurant,437,1,227,11,True,0.4868096113204956,227_1,,9
227_13,2,restaurant,437,1,227,13,True,0.4934117197990418,227_1,,9
227_14,2,restaurant,437,1,227,14,True,0.4894657135009766,227_1,,9
227_15,2,restaurant,437,1,227,15,True,0.4910292625427246,227_1,,9
227_16,2,restaurant,437,1,227,16,True,0.4949491024017334,227_1,,9
227_17,2,restaurant,437,1,227,17,True,0.4868664741516113,227_1,,9
227_18,2,restaurant,437,1,227,18,True,0.463155448436737,227_1,,9
227_19,2,restaurant,437,1,227,19,True,0.4992743134498596,227_1,,9
228_10,2,reception,278,1,228,10,True,0.2180280089378357,228_1,b,5
228_11,2,reception,278,1,228,11,True,0.3477744460105896,228_1,b,5
228_14,2,reception,278,1,228,14,True,0.3520771265029907,228_1,b,5
228_15,2,reception,278,1,228,15,True,0.317827582359314,228_1,b,5
228_18,2,reception,278,1,228,18,True,0.2615391612052917,228_1,b,5
228_30,2,reception,278,3,228,30,True,0.3422737121582031,228_3,c,4
228_31,2,reception,278,3,228,31,True,0.3760838508605957,228_3,c,4
228_32,2,reception,278,3,228,32,True,0.2706965208053589,228_3,c,4
228_35,2,reception,278,3,228,35,True,0.2892841100692749,228_3,c,4
228_36,2,reception,278,4,228,36,True,0.3684741854667664,228_4,a,5
228_38,2,reception,278,4,228,38,True,0.35679811239242554,228_4,a,5
228_40,2,reception,278,4,228,40,True,0.3620878458023071,228_4,a,5
228_41,2,reception,278,4,228,41,True,0.3403005599975586,228_4,a,5
228_43,2,reception,278,4,228,43,True,0.3026689291000366,228_4,a,5
228_46,2,reception,278,5,228,46,True,0.4973978996276856,228_5,,10
228_47,2,reception,278,5,228,47,True,0.4879321455955506,228_5,,10
228_48,2,reception,278,5,228,48,True,0.4965691566467285,228_5,,10
228_49,2,reception,278,5,228,49,True,0.4988285899162293,228_5,,10
228_50,2,reception,278,5,228,50,True,0.4973775148391724,228_5,,10
228_51,2,reception,278,5,228,51,True,0.496930181980133,228_5,,10
228_52,2,reception,278,5,228,52,True,0.4938511848449707,228_5,,10
228_53,2,reception,278,5,228,53,True,0.4960947632789612,228_5,,10
228_54,2,reception,278,5,228,54,True,0.49896240234375,228_5,,10
228_55,2,reception,278,5,228,55,True,0.4987497329711914,228_5,,10
229_4,2,room,278,0,229,4,True,-0.4914770722389221,229_0,a,3
229_7,2,room,278,0,229,7,True,-0.4955994486808777,229_0,a,3
229_8,2,room,278,0,229,8,True,-0.4751799702644348,229_0,a,3
229_11,2,room,278,1,229,11,True,0.010618209838867188,229_1,b,5
229_14,2,room,278,1,229,14,True,0.11843866109848022,229_1,b,5
229_15,2,room,278,1,229,15,True,-0.08936956524848938,229_1,b,5
229_17,2,room,278,1,229,17,True,0.09224957227706908,229_1,b,5
229_19,2,room,278,1,229,19,True,-0.14019447565078735,229_1,b,5
229_27,2,room,278,3,229,27,True,-0.41241309046745295,229_3,,3
229_28,2,room,278,3,229,28,True,-0.4602342247962952,229_3,,3
229_32,2,room,278,3,229,32,True,-0.4662190079689026,229_3,,3
230_0,2,reception,473,0,230,0,True,-0.4945716857910156,230_0,a,3
230_1,2,reception,473,0,230,1,True,-0.4555394649505615,230_0,a,3
230_2,2,reception,473,0,230,2,True,-0.4664448797702789,230_0,a,3
230_11,2,reception,473,1,230,11,True,0.4984075427055359,230_1,,9
230_12,2,reception,473,1,230,12,True,0.4990684390068054,230_1,,9
230_13,2,reception,473,1,230,13,True,0.4985806941986084,230_1,,9
230_14,2,reception,473,1,230,14,True,0.4981173276901245,230_1,,9
230_15,2,reception,473,1,230,15,True,0.4712433218955994,230_1,,9
230_16,2,reception,473,1,230,16,True,0.4911802411079407,230_1,,9
230_17,2,reception,473,1,230,17,True,0.4990835189819336,230_1,,9
230_18,2,reception,473,1,230,18,True,0.4904490113258362,230_1,,9
230_19,2,reception,473,1,230,19,True,0.499839186668396,230_1,,9
232_0,2,facility,74,0,232,0,True,0.4974160194396973,232_0,b,6
232_1,2,facility,74,0,232,1,True,0.494572103023529,232_0,b,6
232_2,2,facility,74,0,232,2,True,0.4996205568313599,232_0,b,6
232_4,2,facility,74,0,232,4,True,0.496451735496521,232_0,b,6
232_8,2,facility,74,0,232,8,True,0.4993287324905396,232_0,b,6
232_9,2,facility,74,0,232,9,True,0.4895783066749573,232_0,b,6
233_2,2,room,74,0,233,2,True,0.4982944130897522,233_0,b,6
233_4,2,room,74,0,233,4,True,0.4962335228919983,233_0,b,6
233_5,2,room,74,0,233,5,True,0.4915927648544312,233_0,b,6
233_6,2,room,74,0,233,6,True,0.4993287324905396,233_0,b,6
233_8,2,room,74,0,233,8,True,0.4637706875801086,233_0,b,6
233_9,2,room,74,0,233,9,True,0.4940599203109741,233_0,b,6
233_11,2,room,74,1,233,11,True,0.04680824279785156,233_1,,4
233_12,2,room,74,1,233,12,True,0.032546579837799065,233_1,,4
233_13,2,room,74,1,233,13,True,0.03545409440994264,233_1,,4
233_14,2,room,74,1,233,14,True,-0.0030850470066070557,233_1,,4
234_1,2,facility,436,0,234,1,True,-0.094521164894104,234_0,a,3
234_2,2,facility,436,0,234,2,True,-0.4946152269840241,234_0,a,3
234_6,2,facility,436,0,234,6,True,-0.18969354033470154,234_0,a,3
234_10,2,facility,436,1,234,10,True,0.4984620809555054,234_1,,7
234_12,2,facility,436,1,234,12,True,0.4987394213676453,234_1,,7
234_14,2,facility,436,1,234,14,True,0.4878759384155274,234_1,,7
234_15,2,facility,436,1,234,15,True,0.49974709749221796,234_1,,7
234_16,2,facility,436,1,234,16,True,0.4990181922912598,234_1,,7
234_17,2,facility,436,1,234,17,True,0.4939897060394287,234_1,,7
234_18,2,facility,436,1,234,18,True,0.4962015748023987,234_1,,7
235_0,2,room,436,0,235,0,True,0.4996013045310974,235_0,c,8
235_2,2,room,436,0,235,2,True,0.4997153878211975,235_0,c,8
235_3,2,room,436,0,235,3,True,0.4987701773643494,235_0,c,8
235_4,2,room,436,0,235,4,True,0.4989394545555115,235_0,c,8
235_5,2,room,436,0,235,5,True,0.497380793094635,235_0,c,8
235_7,2,room,436,0,235,7,True,0.4986732006072998,235_0,c,8
235_8,2,room,436,0,235,8,True,0.4998289346694946,235_0,c,8
235_9,2,room,436,0,235,9,True,0.479407548904419,235_0,c,8
235_11,2,room,436,1,235,11,True,0.11190670728683473,235_1,c,6
235_12,2,room,436,1,235,12,True,0.13616234064102173,235_1,c,6
235_15,2,room,436,1,235,15,True,0.13130712509155273,235_1,c,6
235_16,2,room,436,1,235,16,True,0.1522933840751648,235_1,c,6
235_17,2,room,436,1,235,17,True,0.10185819864273073,235_1,c,6
235_18,2,room,436,1,235,18,True,0.07177287340164185,235_1,c,6
236_0,2,renovation_room,252,0,236,0,True,0.4537163972854614,236_0,c,5
236_1,2,renovation_room,252,0,236,1,True,0.4975342750549317,236_0,c,5
236_3,2,renovation_room,252,0,236,3,True,0.3911522030830383,236_0,c,5
236_4,2,renovation_room,252,0,236,4,True,0.4890402555465698,236_0,c,5
236_5,2,renovation_room,252,0,236,5,True,0.4946771860122681,236_0,c,5
236_8,2,renovation_room,252,1,236,8,True,0.06515920162200928,236_1,b,5
236_10,2,renovation_room,252,1,236,10,True,0.0024202466011047363,236_1,b,5
236_13,2,renovation_room,252,1,236,13,True,-0.2469091415405273,236_1,b,5
236_14,2,renovation_room,252,1,236,14,True,-0.017774969339370728,236_1,b,5
236_15,2,renovation_room,252,1,236,15,True,0.0976582169532776,236_1,b,5
237_0,2,restaurant,252,0,237,0,True,0.4997134804725647,237_0,b,7
237_2,2,restaurant,252,0,237,2,True,0.4948311448097229,237_0,b,7
237_3,2,restaurant,252,0,237,3,True,0.4314269423484802,237_0,b,7
237_5,2,restaurant,252,0,237,5,True,0.4996916055679321,237_0,b,7
237_6,2,restaurant,252,0,237,6,True,0.4912726283073425,237_0,b,7
237_7,2,restaurant,252,0,237,7,True,0.4812051057815552,237_0,b,7
237_8,2,restaurant,252,0,237,8,True,0.4909665584564209,237_0,b,7
237_18,2,restaurant,252,2,237,18,True,0.14255023002624512,237_2,,6
237_19,2,restaurant,252,2,237,19,True,0.02331310510635376,237_2,,6
237_22,2,restaurant,252,2,237,22,True,-0.379618763923645,237_2,,6
237_23,2,restaurant,252,2,237,23,True,0.01996767520904541,237_2,,6
237_24,2,restaurant,252,2,237,24,True,-0.4827392101287842,237_2,,6
237_25,2,restaurant,252,2,237,25,True,0.06434601545333862,237_2,,6
239_1,2,pool,168,0,239,1,True,-0.3326634168624878,239_0,a,4
239_5,2,pool,168,0,239,5,True,-0.3238780498504639,239_0,a,4
239_6,2,pool,168,0,239,6,True,-0.1959286630153656,239_0,a,4
239_7,2,pool,168,0,239,7,True,-0.3434126973152161,239_0,a,4
239_10,2,pool,168,1,239,10,True,0.4912261366844177,239_1,,9
239_11,2,pool,168,1,239,11,True,0.4998995065689087,239_1,,9
239_12,2,pool,168,1,239,12,True,0.4980831146240234,239_1,,9
239_14,2,pool,168,1,239,14,True,0.4765706658363342,239_1,,9
239_15,2,pool,168,1,239,15,True,0.4967156648635864,239_1,,9
239_16,2,pool,168,1,239,16,True,0.480645477771759,239_1,,9
239_17,2,pool,168,1,239,17,True,0.452161431312561,239_1,,9
239_18,2,pool,168,1,239,18,True,0.4997857213020325,239_1,,9
239_19,2,pool,168,1,239,19,True,0.4995504021644592,239_1,,9
241_0,2,renovation_room,459,0,241,0,True,0.4993221759796143,241_0,b,6
241_1,2,renovation_room,459,0,241,1,True,0.4966647028923034,241_0,b,6
241_3,2,renovation_room,459,0,241,3,True,0.4884812831878662,241_0,b,6
241_4,2,renovation_room,459,0,241,4,True,0.4973586201667786,241_0,b,6
241_5,2,renovation_room,459,0,241,5,True,0.4955170750617981,241_0,b,6
241_6,2,renovation_room,459,0,241,6,True,0.41598230600357056,241_0,b,6
242_0,2,facility,370,0,242,0,True,0.4995262622833252,242_0,c,7
242_1,2,facility,370,0,242,1,True,0.4989641904830933,242_0,c,7
242_2,2,facility,370,0,242,2,True,0.4783669114112854,242_0,c,7
242_5,2,facility,370,0,242,5,True,0.4803130030632019,242_0,c,7
242_6,2,facility,370,0,242,6,True,0.497878909111023,242_0,c,7
242_7,2,facility,370,0,242,7,True,0.4985339641571045,242_0,c,7
242_8,2,facility,370,0,242,8,True,0.499584972858429,242_0,c,7
242_10,2,facility,370,1,242,10,True,0.13364815711975098,242_1,c,4
242_14,2,facility,370,1,242,14,True,0.30356186628341675,242_1,c,4
242_17,2,facility,370,1,242,17,True,0.13639897108078006,242_1,c,4
242_18,2,facility,370,1,242,18,True,0.3038622736930847,242_1,c,4
245_0,2,pool,395,0,245,0,True,-0.2588340640068054,245_0,a,6
245_1,2,pool,395,0,245,1,True,-0.4509276151657105,245_0,a,6
245_2,2,pool,395,0,245,2,True,-0.30400550365448,245_0,a,6
245_3,2,pool,395,0,245,3,True,-0.2833569049835205,245_0,a,6
245_4,2,pool,395,0,245,4,True,-0.4959861040115357,245_0,a,6
245_6,2,pool,395,0,245,6,True,-0.4949901103973389,245_0,a,6
245_11,2,pool,395,1,245,11,True,0.4997981190681458,245_1,,8
245_12,2,pool,395,1,245,12,True,0.4953450560569763,245_1,,8
245_14,2,pool,395,1,245,14,True,0.4993184804916382,245_1,,8
245_15,2,pool,395,1,245,15,True,0.497794508934021,245_1,,8
245_16,2,pool,395,1,245,16,True,0.4897041916847229,245_1,,8
245_17,2,pool,395,1,245,17,True,0.4695939421653748,245_1,,8
245_18,2,pool,395,1,245,18,True,0.4984657764434815,245_1,,8
245_19,2,pool,395,1,245,19,True,0.4980775117874146,245_1,,8
247_0,2,restaurant,294,0,247,0,True,0.4991697072982788,247_0,b,9
247_1,2,restaurant,294,0,247,1,True,0.4027705192565918,247_0,b,9
247_3,2,restaurant,294,0,247,3,True,0.4997316002845764,247_0,b,9
247_4,2,restaurant,294,0,247,4,True,0.4986987113952637,247_0,b,9
247_5,2,restaurant,294,0,247,5,True,0.4489179253578186,247_0,b,9
247_6,2,restaurant,294,0,247,6,True,0.4757004380226135,247_0,b,9
247_7,2,restaurant,294,0,247,7,True,0.4979088306427002,247_0,b,9
247_8,2,restaurant,294,0,247,8,True,0.4877463579177856,247_0,b,9
247_9,2,restaurant,294,0,247,9,True,0.4983996748924256,247_0,b,9
247_20,2,restaurant,294,2,247,20,True,0.09865176677703856,247_2,a,3
247_21,2,restaurant,294,2,247,21,True,0.15097630023956302,247_2,a,3
247_22,2,restaurant,294,2,247,22,True,0.10986840724945067,247_2,a,3
247_23,2,restaurant,294,3,247,23,True,0.4936395287513733,247_3,,8
247_24,2,restaurant,294,3,247,24,True,0.4968563318252564,247_3,,8
247_25,2,restaurant,294,3,247,25,True,0.4984878301620483,247_3,,8
247_26,2,restaurant,294,3,247,26,True,0.4949069619178772,247_3,,8
247_28,2,restaurant,294,3,247,28,True,0.4989873766899109,247_3,,8
247_30,2,restaurant,294,3,247,30,True,0.4975491166114807,247_3,,8
247_31,2,restaurant,294,3,247,31,True,0.4997010827064514,247_3,,8
247_32,2,restaurant,294,3,247,32,True,0.4965800642967224,247_3,,8
248_1,2,reception,29,0,248,1,True,0.4966800212860107,248_0,c,9
248_2,2,reception,29,0,248,2,True,0.4991071820259094,248_0,c,9
248_3,2,reception,29,0,248,3,True,0.4768387675285339,248_0,c,9
248_4,2,reception,29,0,248,4,True,0.4993988275527954,248_0,c,9
248_5,2,reception,29,0,248,5,True,0.4363983869552612,248_0,c,9
248_6,2,reception,29,0,248,6,True,0.4996944665908814,248_0,c,9
248_7,2,reception,29,0,248,7,True,0.4972411394119263,248_0,c,9
248_8,2,reception,29,0,248,8,True,0.4907004237174988,248_0,c,9
248_9,2,reception,29,0,248,9,True,0.4970449805259705,248_0,c,9
249_0,2,restaurant,29,0,249,0,True,-0.478313535451889,249_0,c,4
249_3,2,restaurant,29,0,249,3,True,-0.4925298392772674,249_0,c,4
249_5,2,restaurant,29,0,249,5,True,-0.4950560629367829,249_0,c,4
249_6,2,restaurant,29,0,249,6,True,-0.4785952866077423,249_0,c,4
249_10,2,restaurant,29,1,249,10,True,-0.03915959596633911,249_1,a,3
249_11,2,restaurant,29,1,249,11,True,0.04677295684814453,249_1,a,3
249_15,2,restaurant,29,1,249,15,True,0.10608792304992676,249_1,a,3
249_23,2,restaurant,29,2,249,23,True,0.4987937211990357,249_2,,5
249_25,2,restaurant,29,2,249,25,True,0.4769508242607117,249_2,,5
249_26,2,restaurant,29,2,249,26,True,0.4288226366043091,249_2,,5
249_28,2,restaurant,29,2,249,28,True,0.4969086050987244,249_2,,5
249_29,2,restaurant,29,2,249,29,True,0.4996503591537476,249_2,,5
250_1,2,facility,147,0,250,1,True,-0.346352756023407,250_0,a,4
250_5,2,facility,147,0,250,5,True,-0.4748693406581879,250_0,a,4
250_6,2,facility,147,0,250,6,True,-0.4799837172031402,250_0,a,4
250_7,2,facility,147,0,250,7,True,-0.4706867635250092,250_0,a,4
250_11,2,facility,147,1,250,11,True,0.4960207343101502,250_1,,7
250_12,2,facility,147,1,250,12,True,0.496142566204071,250_1,,7
250_13,2,facility,147,1,250,13,True,0.4978869557380676,250_1,,7
250_15,2,facility,147,1,250,15,True,0.4958040118217468,250_1,,7
250_16,2,facility,147,1,250,16,True,0.4584017992019653,250_1,,7
250_18,2,facility,147,1,250,18,True,0.4863622188568115,250_1,,7
250_19,2,facility,147,1,250,19,True,0.4990609288215637,250_1,,7
253_1,2,room,147,0,253,1,True,-0.4961709380149841,253_0,a,5
253_3,2,room,147,0,253,3,True,-0.16032341122627258,253_0,a,5
253_5,2,room,147,0,253,5,True,-0.429338812828064,253_0,a,5
253_6,2,room,147,0,253,6,True,-0.14494678378105166,253_0,a,5
253_7,2,room,147,0,253,7,True,-0.4780935943126679,253_0,a,5
253_10,2,room,147,1,253,10,True,0.4992189407348633,253_1,,6
253_13,2,room,147,1,253,13,True,0.4987428784370422,253_1,,6
253_14,2,room,147,1,253,14,True,0.4985747337341309,253_1,,6
253_15,2,room,147,1,253,15,True,0.44281160831451416,253_1,,6
253_16,2,room,147,1,253,16,True,0.4990012049674988,253_1,,6
253_17,2,room,147,1,253,17,True,0.4994215965270996,253_1,,6
254_0,2,facility,325,0,254,0,True,0.4960852861404419,254_0,b,7
254_2,2,facility,325,0,254,2,True,0.4217367172241211,254_0,b,7
254_3,2,facility,325,0,254,3,True,0.3989026546478272,254_0,b,7
254_6,2,facility,325,0,254,6,True,0.44253629446029663,254_0,b,7
254_7,2,facility,325,0,254,7,True,0.3318864107131958,254_0,b,7
254_8,2,facility,325,0,254,8,True,0.496793806552887,254_0,b,7
254_9,2,facility,325,0,254,9,True,0.4993784427642822,254_0,b,7
254_16,2,facility,325,2,254,16,True,-0.49542436003685,254_2,,3
254_19,2,facility,325,2,254,19,True,-0.4970865547657013,254_2,,3
254_20,2,facility,325,2,254,20,True,-0.4925283491611481,254_2,,3
255_4,2,renovation_room,325,0,255,4,True,-0.4208149313926697,255_0,a,3
255_5,2,renovation_room,325,0,255,5,True,-0.4553582668304443,255_0,a,3
255_8,2,renovation_room,325,0,255,8,True,-0.4490592777729033,255_0,a,3
255_10,2,renovation_room,325,1,255,10,True,0.4985477328300476,255_1,,6
255_11,2,renovation_room,325,1,255,11,True,0.4996144771575928,255_1,,6
255_12,2,renovation_room,325,1,255,12,True,0.4989375472068786,255_1,,6
255_13,2,renovation_room,325,1,255,13,True,0.4982524514198303,255_1,,6
255_15,2,renovation_room,325,1,255,15,True,0.4997546076774597,255_1,,6
255_16,2,renovation_room,325,1,255,16,True,0.4857505559921265,255_1,,6
256_0,2,restaurant,325,0,256,0,True,-0.471147894859314,256_0,a,4
256_2,2,restaurant,325,0,256,2,True,-0.2597697377204895,256_0,a,4
256_4,2,restaurant,325,0,256,4,True,-0.4155572950839996,256_0,a,4
256_5,2,restaurant,325,0,256,5,True,-0.4941795468330383,256_0,a,4
257_0,2,room,325,0,257,0,True,0.4386209845542908,257_0,b,8
257_1,2,room,325,0,257,1,True,0.4990353584289551,257_0,b,8
257_2,2,room,325,0,257,2,True,0.4991682767868042,257_0,b,8
257_3,2,room,325,0,257,3,True,0.4642003774642944,257_0,b,8
257_4,2,room,325,0,257,4,True,0.4962750673294067,257_0,b,8
257_5,2,room,325,0,257,5,True,0.28618043661117554,257_0,b,8
