,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId,gold-aspect,gold-sentiment,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
249_6,2,2,0,0,restaurant,29,0,4,249,6,True,True,I did not opt in for the 30 Euro breakfast which is not included in the room charge,2015-03-09,-0.4785952866077423,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,8,
249_7,1,2,1,0,restaurant,29,0,4,249,7,True,False,But unles you use the bar or the restaurant or staying in one of the more expensive rooms it is unlikely that you will spend much or any time admiring the view,2015-03-09,-0.4709468483924866,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,8,
249_8,0,2,2,0,restaurant,29,0,4,249,8,True,False,Service at Reception was courteous and ever helpful bar and restaurant staff were very efficient and had it not been for one or two signs that the room was not serviced perfectly we would have been unable to find any issues to query,2015-03-13,-0.06824266910552979,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,8,
249_9,1,2,1,0,restaurant,29,0,4,249,9,True,False,Breakfast was a little expensive but it was lovely looking over the canal whilst enjoying a pastry or two which made it enjoyable,2015-03-17,-0.4086973965167999,"[0, 30, 765, 987]",-0.052152818786325265,"['2015-01-02', '2015-03-23']",249_0,c,8,
249_10,2,2,0,0,restaurant,29,1,4,249,10,True,True,The gourmet restaurant was way over priced and we did not think the food was very good,2015-09-03,-0.03915959596633911,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,5,True
249_11,2,2,0,0,restaurant,29,1,4,249,11,True,True,I did not think the breakfast was worth the money,2016-03-28,0.04677295684814453,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,5,
249_13,0,2,2,0,restaurant,29,1,4,249,13,True,False,We ate in the bar one night and enjoyed eating while watching the activity on the water,2016-08-10,0.09917950630187987,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,5,
249_15,2,2,0,0,restaurant,29,1,4,249,15,True,True,The standard of service in the bar depends on how young and attractive you,2016-08-27,0.10608792304992676,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,5,
249_17,0,2,2,0,restaurant,29,1,4,249,17,True,False,Breakfast is excellent and the view is stuningA part of the hotel is under construction so it was a bit noisy from 7 am,2017-03-31,0.06958919763565062,"[0, 30, 765, 987]",0.11815968245436495,"['2015-03-26', '2018-09-09']",249_1,a,5,
249_23,2,2,0,0,restaurant,29,2,4,249,23,True,True,The views from the restaurant are stunning,2019-08-05,0.4987937211990357,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,d,6,
249_25,2,2,0,0,restaurant,29,2,4,249,25,True,True,They have great restaurants with amazing views,2019-08-19,0.4769508242607117,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,d,6,
249_26,2,2,0,0,restaurant,29,2,4,249,26,True,True,Not only the beautiful rooms and location but also the excellent service from the receptionist restaurant and the outstanding good service of the porters doormans,2019-09-04,0.4288226366043091,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,d,6,
249_27,1,2,1,0,restaurant,29,2,4,249,27,True,False,The breakfast included in our plan was very generous with everything and more that anyone could want and the restaurant staff was delightful and efficient,2019-10-29,0.4995861649513245,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,d,6,
249_28,2,2,0,0,restaurant,29,2,4,249,28,True,True,The hotel itself is very spacious with a cool bar and beautifully decorated cafe and restaurant,2020-01-06,0.4969086050987244,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,d,6,
249_29,2,2,0,0,restaurant,29,2,4,249,29,True,True,Good rooms excelent breakfast service awesome,2020-03-08,0.4996503591537476,"[0, 30, 765, 987]",0.10325948935479937,"['2018-09-10', '2020-03-20']",249_2,d,6,True
250_1,2,2,0,0,facility,147,0,4,250,1,True,True,They made the short 30 minute speedboat ride up to Kuda Hura seamless and simple and we were sped straight through reception and into our bungalow,2016-02-17,-0.346352756023407,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4,
250_5,2,2,0,0,facility,147,0,4,250,5,True,True,Our stay was far to short wish we could have taken advantage of more of the amenities,2017-02-26,-0.4748693406581879,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4,
250_6,2,2,0,0,facility,147,0,4,250,6,True,True,The gyms machines can benefit from some updating but the place itself was well equipped and opened till late,2017-04-23,-0.4799837172031402,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4,True
250_7,2,2,0,0,facility,147,0,4,250,7,True,True,The island is generally compact and all facilities can be reached with a max 10mn walk,2017-04-23,-0.4706867635250092,"[0, 105, 217]",0.2339045435284811,"['2015-01-09', '2017-10-30']",250_0,a,4,
250_10,1,2,1,0,facility,147,1,4,250,10,True,False,Our accommodation could not be beaten a lovely air condoned large King Sized bed with a sitting area beautifully appointed bathroom with ginormous bath twin basins of course,2017-11-19,0.4994263648986816,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,True
250_11,2,2,0,0,facility,147,1,4,250,11,True,True,Great food and service and accommodation,2018-01-02,0.4960207343101502,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_12,2,2,0,0,facility,147,1,4,250,12,True,True,The managers ’ cocktail reception was very friendly• accommodation,2018-04-30,0.496142566204071,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_13,2,2,0,0,facility,147,1,4,250,13,True,True,This is our fourth visit to this resort and every time we return the bar has been lifted higher in terms of the amazing service at what ’s probably the most enjoyable place to holiday in the world,2018-08-13,0.4978869557380676,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_14,1,2,1,0,facility,147,1,4,250,14,True,False,I was so impressed with the sustainable efforts to keep the island plastic free and its glass bottling facility,2018-11-01,0.490532398223877,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_15,2,2,0,0,facility,147,1,4,250,15,True,True,Finish your dive be greeted with a towel hot chocolate and cookies and all equipment is fully dismantled and tidied away for you,2019-03-04,0.4958040118217468,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_16,2,2,0,0,facility,147,1,4,250,16,True,True,Vivi took us around the resort giving us all the information and the whereabouts of restaurant kids club gym etc,2019-04-22,0.4584017992019653,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_17,1,2,1,0,facility,147,1,4,250,17,True,False,Koki your gift shop is one of the best resort gift shops really unique stock and I love love my sandalsDina at reception thanks for your warm welcome and farewell x2 and especially for my welcome drink when I leftI will treasure my Kuda Hura memories forever,2019-09-12,0.4993053674697876,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_18,2,2,0,0,facility,147,1,4,250,18,True,True,The accommodation beyond comfortable and well appointed the meals from all the restaurants every morsel a delight,2020-02-24,0.4863622188568115,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
250_19,2,2,0,0,facility,147,1,4,250,19,True,True,The location is mesmerizing the facility itself is breathtakingly beautiful and extremely well maintained and the staff are unbelievably courteous friendly and hard working,2020-03-08,0.4990609288215637,"[0, 105, 217]",0.3761177751945243,"['2017-11-09', '2020-03-21']",250_1,d,10,
251_0,1,1,0,0,reception,147,0,2,251,0,True,True,So many travelers out there have commented on 5 star service during various reviews,2015-01-28,-0.4852077662944794,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_2,1,1,0,0,reception,147,0,2,251,2,True,True,Ni Hao the dive instructor was one of the best along with his staff Moose Musto and the Project AWARE Manta diver Clare were very helpful to making us understand and enjoy our dives,2015-07-07,0.3161692023277283,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_3,1,1,0,0,reception,147,0,2,251,3,True,True,The staff are possibly the SMILEY est people on the planet,2015-07-08,-0.4096242785453797,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_5,0,1,1,0,reception,147,0,2,251,5,True,False,Seems the staff there are not as friendly as those in Cafe Hura and Reef Club,2015-07-30,-0.490594744682312,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_6,0,1,1,0,reception,147,0,2,251,6,True,False,We stayed here after Four Seasons Landa Giravaru in hindsight I would have booked the other way around as the service at Kuda Hura did not come close to Landa Giravaru,2016-01-18,0.1594485640525818,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_7,1,1,0,0,reception,147,0,2,251,7,True,True,So far so good but the real surprise comes with the service and the food,2016-04-20,-0.04531151056289673,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_8,1,1,0,0,reception,147,0,2,251,8,True,True,staid there for ine night the food the service and the people everything make you feel special about this place,2016-06-24,0.14497274160385132,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,
251_9,1,1,0,0,reception,147,0,2,251,9,True,True,To noticeably raise the bar compared to the general fantastic four seasons service is quite something,2016-07-27,-0.4925227761268616,"[0, 145, 665]",0.3377218000410238,"['2015-01-05', '2016-10-08']",251_0,a,8,True
251_10,1,1,0,0,reception,147,1,2,251,10,True,True,Of course we had the excellent service you come to expect from a high end resort but we literally felt like EVERYONE knew us and our story our luggage did not arrive until very late on our second night and every staff member we encountered asked us if we had all that we needed,2017-04-02,0.4941771030426026,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_11,1,1,0,0,reception,147,1,2,251,11,True,True,Of course everyone are supported by the management team Randy Aditya Nazer Tahir Sebastian,2017-04-06,0.4523519277572632,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_12,0,1,1,0,reception,147,1,2,251,12,True,False,On the second day of our trip one of the managers of the hotel approached us and offered to give us an upgrade for our current room as we had complained to a few staff about our room the beach and facilities,2017-04-22,0.4979692101478577,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_13,1,1,0,0,reception,147,1,2,251,13,True,True,When we entered the property what I was pleasantly surprised was that the hotel staff had customised gifts for the kids including their names welcome godie for the kids and the ladies wine bottle and the works,2017-04-26,0.4997101426124573,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,True
251_15,1,1,0,0,reception,147,1,2,251,15,True,True,I just loved how friendly and helpful the staff were,2017-12-03,0.4988279938697815,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_16,1,1,0,0,reception,147,1,2,251,16,True,True,Got to meet some of the staff which is amazing all the way,2019-01-10,0.4724066853523254,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_17,1,1,0,0,reception,147,1,2,251,17,True,True,Special shoutout to Nano and Sebastian from Reef Club Rajesh Husy and Shape from Barabaru and Galvin and team from Kandu Grill,2019-05-27,0.4996633529663086,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_18,1,1,0,0,reception,147,1,2,251,18,True,True,my parents were super hapyThankyou team kuda hura for making our trip more special,2019-10-20,0.4863874912261963,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
251_19,1,1,0,0,reception,147,1,2,251,19,True,True,We truly loved every moment we were there — and we enjoyed the drum welcome as we disembarked from the speed boat the staff waving goodbye with glowing lights and the little turtles given to us as we were departing,2020-03-17,0.4991757273674011,"[0, 145, 665]",0.3789253442244328,"['2016-10-10', '2020-04-11']",251_1,d,9,
253_0,1,2,1,0,room,147,0,4,253,0,True,False,The room was ok not at the same standards of other rooms The room did not have sea view had big privacy problems had a very mold smell and it was clear that the wood of the balcony and ceiling had termite problems I also noticed some termites in other parts of the resort,2015-02-04,-0.4876631200313568,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,
253_1,2,2,0,0,room,147,0,4,253,1,True,True,The ACs in the rooms are still noisy but really all these small things are disregarded when the important things are in place which is the case,2015-02-06,-0.4961709380149841,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,True
253_3,2,2,0,0,room,147,0,4,253,3,True,True,During our stay we had booked two rooms since there were six of us,2015-07-06,-0.16032341122627258,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,
253_5,2,2,0,0,room,147,0,4,253,5,True,True,the room number from the road,2016-02-02,-0.429338812828064,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,
253_6,2,2,0,0,room,147,0,4,253,6,True,True,I have heared one of the staff saying that the management is considering demolishing all of the current villas and rebuilding them with a much better looking design,2016-02-07,-0.14494678378105166,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,
253_7,2,2,0,0,room,147,0,4,253,7,True,True,I like the rustic feel but still feel like the room is a bit basic and tiring,2016-05-08,-0.4780935943126679,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,
253_9,1,2,1,0,room,147,0,4,253,9,True,False,Room confort was very high included cleaning and service,2016-08-09,-0.3411909937858581,"[0, 105, 421]",0.2135445961121582,"['2015-01-03', '2016-10-08']",253_0,a,7,
253_10,2,2,0,0,room,147,1,4,253,10,True,True,The room was very nice and clean,2016-11-30,0.4992189407348633,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,d,6,
253_13,2,2,0,0,room,147,1,4,253,13,True,True,Excellent atetion amazing rooms,2017-08-29,0.4987428784370422,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,d,6,
253_14,2,2,0,0,room,147,1,4,253,14,True,True,Very clean rooms and food is just perfect,2018-01-17,0.4985747337341309,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,d,6,
253_15,2,2,0,0,room,147,1,4,253,15,True,True,Stayed in a beach villa,2018-04-16,0.44281160831451416,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,d,6,
253_16,2,2,0,0,room,147,1,4,253,16,True,True,We were in a water villa with private overflowing pool spacious comfortable allowing a lot of privacy,2018-06-10,0.4990012049674988,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,d,6,
253_17,2,2,0,0,room,147,1,4,253,17,True,True,airport began our wonderful journey to kudahura then safe and pleasant boat ride from airport to kudahura our arrival to resort was late night and resort staff were waiting at the arrival jetty with a flower that gifted us to welcome to the resort we were escorted to the room and we were surprised seeing the flower decorated bedsince arrival to resort we did not feel that we are away from the home because of kind and friendly professional staff who act as we are known for a long time even thought this is our first vist to Fourseasons kudahura,2018-09-25,0.4994215965270996,"[0, 105, 421]",0.327294297109165,"['2016-10-10', '2020-04-11']",253_1,d,6,True
254_0,2,2,0,0,facility,325,0,4,254,0,True,True,Pleasant comfortable and Bistro and other amenities,2015-02-19,0.4960852861404419,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_2,2,2,0,0,facility,325,0,4,254,2,True,True,There was a nice sitting area outside down stairs,2015-04-03,0.4217367172241211,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_3,2,2,0,0,facility,325,0,4,254,3,True,True,USA Today and the Wall Street Journal in the lobby,2015-04-19,0.3989026546478272,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_5,1,2,1,0,facility,325,0,4,254,5,True,False,The lobby area looked nice,2015-06-23,0.496001660823822,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_6,2,2,0,0,facility,325,0,4,254,6,True,True,The roll away desk is great and the fact that you still have laundry facilities some Courtyard Inns do not anymore is great,2015-08-18,0.44253629446029663,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_7,2,2,0,0,facility,325,0,4,254,7,True,True,Your ice machines were working well and much better than a lot of Mariot facilities,2015-08-18,0.3318864107131958,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_8,2,2,0,0,facility,325,0,4,254,8,True,True,Great hotel with good amenities,2015-08-25,0.496793806552887,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,
254_9,2,2,0,0,facility,325,0,4,254,9,True,True,The lobby area is up to date well kept and the staff were friendly and welcoming,2015-09-15,0.4993784427642822,"[0, 25, 135, 175]",0.19976866920789083,"['2015-01-01', '2015-10-26']",254_0,b,8,True
254_10,1,2,1,0,facility,325,1,4,254,10,True,False,In addition it includes a lot of facilities which can satisfy most requirement,2017-01-11,0.1874481439590454,"[0, 25, 135, 175]",-0.09982310285170874,"['2015-11-01', '2018-10-09']",254_1,b,5,True
254_11,1,2,1,0,facility,325,1,4,254,11,True,False,Stayed 3 night accommodations were average,2017-07-28,0.0590817928314209,"[0, 25, 135, 175]",-0.09982310285170874,"['2015-11-01', '2018-10-09']",254_1,b,5,
254_12,1,2,1,0,facility,325,1,4,254,12,True,False,Complementary coffee in the morning in the lobby,2017-11-27,0.038448452949523926,"[0, 25, 135, 175]",-0.09982310285170874,"['2015-11-01', '2018-10-09']",254_1,b,5,
254_13,2,2,0,0,facility,325,1,4,254,13,True,True,Facility is about to be refurbished and it is time,2018-04-16,-0.011549144983291626,"[0, 25, 135, 175]",-0.09982310285170874,"['2015-11-01', '2018-10-09']",254_1,b,5,
254_14,2,2,0,0,facility,325,1,4,254,14,True,True,HAS STARBUCKS IN LOBBY CLEANLINESS NA OFFER FREE COFFEE IN LOBBY,2018-06-27,0.0028468966484069824,"[0, 25, 135, 175]",-0.09982310285170874,"['2015-11-01', '2018-10-09']",254_1,b,5,
254_16,2,2,0,0,facility,325,2,4,254,16,True,True,The street entrance is in dire need of repair,2019-03-04,-0.49542436003685,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,d,4,
254_17,0,2,2,0,facility,325,2,4,254,17,True,False,The lobby smelt lile flower lillies br Will defintely be back,2019-07-07,-0.39735281467437744,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,d,4,
254_19,2,2,0,0,facility,325,2,4,254,19,True,True,The elevator button was broken,2019-08-19,-0.4970865547657013,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,d,4,True
254_20,2,2,0,0,facility,325,2,4,254,20,True,True,The hallway had a weird smell but still an overall good stay,2019-09-27,-0.4925283491611481,"[0, 25, 135, 175]",0.16893002204596996,"['2018-10-30', '2020-03-17']",254_2,d,4,
255_0,1,2,1,0,renovation_room,325,0,4,255,0,True,False,The room was up to date on furnishings clean enough but they covered over a lot of maintenance issues which makes the place look old and unkept,2016-02-07,-0.4927583038806915,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_1,1,2,1,0,renovation_room,325,0,4,255,1,True,False,Aside from the main lobby there are signs of poor maintenance especially filthy windows damaged stair treads misfiting toilet tank cover,2016-12-09,-0.4974093437194824,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_2,1,2,1,0,renovation_room,325,0,4,255,2,True,False,Poor air flow needs updating of room items and everything just looked old,2016-12-31,-0.4950074255466461,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_3,1,2,1,0,renovation_room,325,0,4,255,3,True,False,Shower only in the room updates to lobby dining due to start in the fall of 2017,2017-04-14,-0.4976421594619751,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,True
255_4,2,2,0,0,renovation_room,325,0,4,255,4,True,True,I enjoy staying at Courtyards when one is available but this particular site maybe had let the property run down a little too far before beginning renovations,2017-12-05,-0.4208149313926697,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_5,2,2,0,0,renovation_room,325,0,4,255,5,True,True,Rooms and facilities in need of update,2018-03-07,-0.4553582668304443,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_8,2,2,0,0,renovation_room,325,0,4,255,8,True,True,I would ’ve asked to change rooms but it was late by time I realized the tub needed a repair,2018-06-06,-0.4490592777729033,"[0, 40, 51]",-0.37088274396955967,"['2015-01-01', '2018-08-02']",255_0,a,7,
255_10,2,2,0,0,renovation_room,325,1,4,255,10,True,True,Friendly staff updated clean rooms reasonable rates,2018-09-25,0.4985477328300476,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_11,2,2,0,0,renovation_room,325,1,4,255,11,True,True,Clean rooms friendly staff close to local retail and restaurants newly remodeled,2018-11-25,0.4996144771575928,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_12,2,2,0,0,renovation_room,325,1,4,255,12,True,True,Clean updated rooms and friendly front desk staff made for an excellent experience,2019-01-02,0.4989375472068786,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_13,2,2,0,0,renovation_room,325,1,4,255,13,True,True,Remodeled great stafclean rooms,2019-03-19,0.4982524514198303,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_14,1,2,1,0,renovation_room,325,1,4,255,14,True,False,Staff was very friendly pool was clean rooms were clean only thing was the hot tub needs to be updated,2019-03-24,0.4981982111930847,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,
255_15,2,2,0,0,renovation_room,325,1,4,255,15,True,True,Warmly greated upon arrival check in and check out was a breeze the remodeled units were amazing,2019-05-15,0.4997546076774597,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,True
255_16,2,2,0,0,renovation_room,325,1,4,255,16,True,True,The rooms were clean and updated,2019-08-26,0.4857505559921265,"[0, 40, 51]",0.39141318743879144,"['2018-08-26', '2020-02-23']",255_1,d,7,
257_0,2,2,0,0,room,325,0,4,257,0,True,True,I will definitely stay there again when in the area and will stay at other Courtyards from now own,2015-04-13,0.4386209845542908,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_1,2,2,0,0,room,325,0,4,257,1,True,True,Nice room fast check in,2015-06-16,0.4990353584289551,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_2,2,2,0,0,room,325,0,4,257,2,True,True,The rooms were clean nice pool and the stall was great help,2015-10-05,0.4991682767868042,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,True
257_3,2,2,0,0,room,325,0,4,257,3,True,True,Has two nooks that have a television at the table so you can watch the morning news while you eat which was great,2015-11-07,0.4642003774642944,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_4,2,2,0,0,room,325,0,4,257,4,True,True,Great staff clean rooms and close to restaurants without having to go into heavy traffic,2016-02-25,0.4962750673294067,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_5,2,2,0,0,room,325,0,4,257,5,True,True,Children were thrilled to see a door between the room actually opening up and they have their own television,2016-03-28,0.28618043661117554,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_8,2,2,0,0,room,325,0,4,257,8,True,True,Good staff new rooms,2016-07-31,0.4985710382461548,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_9,2,2,0,0,room,325,0,4,257,9,True,True,Nice room could use a microwave but other than that no complaints,2016-09-08,0.30784815549850464,"[0, 170, 405, 579]",-0.007065430541847159,"['2015-01-01', '2016-11-10']",257_0,b,8,
257_10,2,2,0,0,room,325,1,4,257,10,True,True,The hotel was clean and the beds comfortable but the king room to small and did not like that we had to go look for breakfast every morning with those to two things was a pulse but was not,2016-12-29,-0.13301068544387815,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,
257_11,1,2,1,0,room,325,1,4,257,11,True,False,After a wet cool day at the ball park our rooms were literally a port in the storm,2017-05-20,-0.032125145196914666,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,True
257_13,2,2,0,0,room,325,1,4,257,13,True,True,The room had an odd smell but it looked very clean and the bed is so comfortable,2017-07-25,-0.15431702136993408,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,
257_16,1,2,1,0,room,325,1,4,257,16,True,False,Well the service was great but it was in a bad area and the bathroom had all kind of bondo all over the tub and the beds was not the king size that was advertised it was a queen at best,2018-01-04,-0.03401133418083191,"[0, 170, 405, 579]",-0.15747002901309995,"['2016-11-22', '2018-06-30']",257_1,b,4,
257_20,2,2,0,0,room,325,2,4,257,20,True,True,On a We d I was given a room with a tube that did not drain,2018-07-20,-0.491979330778122,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,
257_21,2,2,0,0,room,325,2,4,257,21,True,True,You would like that after we have toilet water flowing into our bedroom we should be moved to an entirely new room but that was not offered until we mentioned it,2019-01-01,-0.4971146881580353,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,
257_22,2,2,0,0,room,325,2,4,257,22,True,True,room setup and design was excelentpaper thin walls,2019-01-10,-0.4973176121711731,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,
257_23,0,2,2,0,room,325,2,4,257,23,True,False,I requested a quiet room with double Queen beds,2019-02-27,0.08626186847686768,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,
257_24,1,2,1,0,room,325,2,4,257,24,True,False,Unfortunately the balcony faced the busy freeway and the people above us had very noisy kids,2019-02-27,-0.4918075203895569,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,
257_25,2,2,0,0,room,325,2,4,257,25,True,True,The only problem was that we were missing the container for the coffee and the refrigerator was not working,2019-03-15,-0.496863454580307,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,
257_27,2,2,0,0,room,325,2,4,257,27,True,True,Only a walk in shower no bathtub to relax in,2019-11-06,-0.498175859451294,"[0, 170, 405, 579]",0.17309538228935162,"['2018-07-01', '2020-04-19']",257_2,d,9,True
