,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId,gold-aspect,gold-sentiment,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label
222_23,1,2,1,0,reception,318,2,4,222,23,True,False,EVERYTHING was about and bad service,2017-07-03,-0.001998990774154663,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_24,1,2,1,0,reception,318,2,4,222,24,True,False,Beautiful but lack of service and additional fees left a bad taste in my mouth,2017-07-10,-0.09302324056625366,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_25,1,2,1,0,reception,318,2,4,222,25,True,False,5 minutes after they left the family of 6 in a two bed room which i told the front desk about started up again,2017-07-11,-0.014312386512756348,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_26,0,2,2,0,reception,318,2,4,222,26,True,False,Or room was nice though and the customer service of the cleaning staff wage really great,2017-07-17,-3.892183303833008e-05,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_27,0,2,2,0,reception,318,2,4,222,27,True,False,Decided to check in at the mail key line at front desk in case the new room was ready,2017-07-27,0.009320497512817385,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_28,1,2,1,0,reception,318,2,4,222,28,True,False,Service is also good at the valet desk and front desk not so much when it comes to housekeeping asked for room to be cleaned three times in one day at 1030am 2 pm and 6 pm but no such service was provided,2017-08-13 00:00:00,-0.05772596597671509,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_29,1,2,1,0,reception,318,2,4,222,29,True,False,Overall okay but really hope the hotel gets their stuff together as everyday we have walked past reception there is always like 20 30 people in line,2017-08-19 00:00:00,0.029837429523468018,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.10656997162386134,"['2017-06-14', '2017-08-21 00:00:00']",222_2,b
222_30,2,2,0,0,reception,318,3,4,222,30,True,True,While the long lines were accurate we utilized the check in kiosks located in the registration area and were done in less than 5 minutes,2017-09-21,-0.020568549633026127,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_31,1,2,1,0,reception,318,3,4,222,31,True,False,Some good service some not so good,2017-10-09,-0.04474949836730957,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_32,2,2,0,0,reception,318,3,4,222,32,True,True,The floor staff come often and you receive your drinks quickly,2017-10-09,-0.039155781269073486,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_33,1,2,1,0,reception,318,3,4,222,33,True,False,The center cut steakhouse although the food was good and the service was good their prices were very high,2017-10-10,-0.05445757508277893,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_34,0,1,2,1,reception,318,3,4,222,34,False,False,Slots stores food staff,2017-10-12,-0.035496145486831665,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_35,2,2,0,0,reception,318,3,4,222,35,True,True,I do not stay here anymore but will visit because the staff have become friends,2017-10-13,-0.09514033794403076,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_36,0,1,2,1,reception,318,3,4,222,36,False,False,Restaurants are all below average in both food and service,2017-10-13,-0.1025770902633667,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_37,0,1,2,1,reception,318,3,4,222,37,False,False,The last couple years when we come to this location we have a hard time getting service went gambling for drinks,2017-10-16,-0.05560988187789917,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_38,1,2,1,0,reception,318,3,4,222,38,True,False,i m just glad not to be harased by staff to sign up for promotion shows,2017-11-06 00:00:00,-0.03680181503295898,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_39,2,2,0,0,reception,318,3,4,222,39,True,True,They gave us a 10 voucher if we declined maid service,2017-11-10 00:00:00,-0.08852800726890564,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.002400012086312904,"['2017-08-21 21:07:48', '2017-11-15 20:24:27']",222_3,b
222_40,1,2,1,0,reception,318,4,4,222,40,True,False,I met a floor person by the name of Michael Bonney from the swing shift Employee 396739 who went out of his way to help me as I have a hearing problem,2017-11-15 21:55:29,-0.1815291941165924,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_41,1,2,1,0,reception,318,4,4,222,41,True,False,I notified the VIP services desk,2017-11-22 04:07:59,-0.07900923490524292,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_42,1,2,1,0,reception,318,4,4,222,42,True,False,I went to the desk and she moved me to another room,2018-03-03 17:34:32,-0.03475925326347351,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_43,2,2,0,0,reception,318,4,4,222,43,True,True,I called guest services and the agreed it was a problem,2018-04-15 22:50:33,-0.13727280497550964,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_44,0,1,2,1,reception,318,4,4,222,44,False,False,The only downfall was the Wyndam people waiting at the bottom of the elevators and by the check in desk,2018-04-25 00:00:00,-0.20555654168128967,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_45,2,2,0,0,reception,318,4,4,222,45,True,True,When we called to the desk we were told you were sold out and that was the only room available,2018-04-28 20:56:46,-0.11838901042938232,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_46,2,2,0,0,reception,318,4,4,222,46,True,True,The people at the desk are good but the bosses do not put enough help at the desks,2018-05-08 00:00:00,-0.06640568375587462,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_47,2,2,0,0,reception,318,4,4,222,47,True,True,Way nicer staff as well,2018-08-25 00:00:00,-0.03740108013153076,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_48,2,2,0,0,reception,318,4,4,222,48,True,True,Usually staff is responsive when you have a problem but here that is not the case,2018-09-26 00:00:00,-0.09393858909606934,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_49,1,2,1,0,reception,318,4,4,222,49,True,False,I have even talked to some of the staff that I feel very close with to help me with some personal problems,2018-10-26 00:00:00,-0.07914307713508606,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2506037150488728,"['2017-11-15 21:14:32', '2018-11-05 22:38:04']",222_4,b
222_50,1,2,1,0,reception,318,5,4,222,50,True,False,Which is really sad because we have all stayed before and we like the location and staff,2018-11-18 20:03:28,-0.2446047067642212,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_51,0,0,2,2,reception,318,5,4,222,51,False,False,I had no issue with the casino and the drink service it was clean and the waitresses made there rounds,2018-12-24 00:00:00,-0.22845104336738584,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_52,2,2,0,0,reception,318,5,4,222,52,True,True,After checking hotel staff determined that indeed I should NOT be charged resort fees as I was Diamond level,2019-02-21 20:36:16,-0.2484951913356781,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_53,1,1,1,1,reception,318,5,4,222,53,False,False,Yes you took my money for bad service,2019-05-16 01:12:03,-0.2267143130302429,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_54,1,2,1,0,reception,318,5,4,222,54,True,False,I am very disappointed in the service that I received during this last stay at your hotel,2019-05-20 18:52:53,-0.2335595786571503,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_55,1,2,1,0,reception,318,5,4,222,55,True,False,I contacted Guest Services,2019-06-19 19:25:46,-0.25006043910980225,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_56,2,2,0,0,reception,318,5,4,222,56,True,True,I did not appreciate the lack of customer service nor did I appreciate an extra 22 being removed from my account,2019-10-26 00:00:00,-0.2432675063610077,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_57,0,2,2,0,reception,318,5,4,222,57,True,False,The Wyndam staff trying to sell you time shares are a little annoying but make it a game and if you are a couple walk separately to and from the elevators and they will not bother you,2019-11-04 00:00:00,-0.24602451920509336,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_58,1,2,1,0,reception,318,5,4,222,58,True,False,So we went to concierge and asked when we could check in and not get that extra charge,2020-03-07 00:00:00,-0.23780688643455505,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_59,0,2,2,0,reception,318,5,4,222,59,True,False,“ Oh but it ’s new”And to top off the initial dealing with room service,2020-03-12 00:00:00,-0.24352267384529114,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",-0.2169147930544898,"['2018-11-06 00:00:00', '2020-03-18 00:00:00']",222_5,b
222_60,1,2,1,0,reception,318,6,4,222,60,True,False,But your front desk person said no adjustment,2020-03-18 20:39:50,-0.4859731197357178,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_61,0,1,2,1,reception,318,6,4,222,61,False,False,The buffet was nt every good Poor service and the food had been standing for a while,2020-03-19 00:00:00,-0.4876058399677277,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_62,0,2,2,0,reception,318,6,4,222,62,True,False,It was great to get good service especially because we were there just as so many things had to be closed due to COVID19,2020-03-20 00:00:00,-0.05145978927612305,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_63,1,1,1,1,reception,318,6,4,222,63,False,False,Room service was a 2 hour wait time and the room was never cleaned daily,2020-03-20 17:35:58,-0.4982739686965942,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_64,1,2,1,0,reception,318,6,4,222,64,True,False,then there was a white powdery substance I am guessing a drug you snort on our coffee table then we were the witnesses to a bad manger employee conversation happening in our hall way about how they were forced to sign paperwork about being laid off the girl was crying it was nt the best moment and should have been happening not in a hallway,2020-03-20 22:53:06,-0.4955007135868073,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_65,0,2,2,0,reception,318,6,4,222,65,True,False,My husband called to advise and he thought that the staff would have made a little extra things in our room,2020-03-23 20:15:58,-0.4623032808303833,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_66,1,2,1,0,reception,318,6,4,222,66,True,False,The bathroom had a TV in built in the mirror ours was not working I brought this up to reception multiple times but they never bothered to fix it,2020-03-28 00:00:00,-0.4959841668605805,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_67,1,1,1,1,reception,318,6,4,222,67,False,False,Parking was easy we did nt have to walk a mile through confusing parking structures and hotel corridors it was a quick walk to the front desk from our car,2020-03-30 00:00:00,-0.4620819985866546,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_68,0,1,2,1,reception,318,6,4,222,68,False,False,There seemed to be loads of staff and security about,2020-04-10 00:00:00,-0.4698663651943207,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
222_69,1,1,1,1,reception,318,6,4,222,69,False,False,By the time we were due to leave everything had closed even the room servicing,2020-04-10 00:00:00,-0.471353828907013,"[0, 595, 895, 965, 1055, 3210, 5585, 5603]",0.01807577266461319,"['2020-03-18 00:00:37', '2020-04-14 00:00:00']",222_6,
223_0,2,2,0,0,restaurant,318,0,4,223,0,True,True,Get the 24 hour buffet deal for 55 you can eat at several hotels,2015-05-06,-0.4037290811538696,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_1,1,2,1,0,restaurant,318,0,4,223,1,True,False,No bar fridge either to keep drinks cold,2016-01-25,-0.4958213269710541,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_2,2,2,0,0,restaurant,318,0,4,223,2,True,True,Breakast included is only an allowance of towards breakfast,2016-05-16,-0.4959808588027954,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_3,0,0,2,2,restaurant,318,0,4,223,3,False,False,On our second day after we were moved to the type of room we originally booked we were getting ready to head to dinner luckily we were already dressed and in our room at the time,2016-05-22,-0.2579502463340759,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_4,2,2,0,0,restaurant,318,0,4,223,4,True,True,Breakfast was included and you could take it back to your room,2016-05-25,-0.4553006887435913,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_5,0,2,2,0,restaurant,318,0,4,223,5,True,False,He asked if we me my wife and 3 kids would like to see a show offering us 5 discounted tickets to the next evenings cirque du soleil performance a free breakfast and some other comps,2016-08-20,-0.4592085778713226,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_6,1,2,1,0,restaurant,318,0,4,223,6,True,False,The breakfast provided from the coffee shop was good when you received it hot often times they had 40 60 people in line and would cook your breakfast only to place on the counter while you wait in line it was then cold when you ate it,2016-09-16,-0.37760084867477417,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_7,1,2,1,0,restaurant,318,0,4,223,7,True,False,Breakfast allowance would not even cover the cost of mixed fruit cup and a hot drinkNot enough room around adult pool,2016-09-22,-0.4974305331707001,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_8,0,0,2,2,restaurant,318,0,4,223,8,False,False,Guest services advised someone would be sent up to fix but 4 hrs later after we came back to the room from dinner it was still in the floor,2016-10-20,-0.4935494363307953,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_9,0,1,2,1,restaurant,318,0,4,223,9,False,False,No coffee maker or bar fridge in room,2016-10-22,-0.499224603176117,"[0, 675, 825, 1050, 3485]",-0.034869136620240375,"['2015-01-01', '2016-11-06']",223_0,c
223_10,2,2,0,0,restaurant,318,1,4,223,10,True,True,The Flamingo restaurants are very good but if I want great food in Vegas I am heading towards Belagio or Caesars Palace,2016-11-16,0.02646678686141968,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_11,2,1,0,1,restaurant,318,1,4,223,11,False,True,Has an ok sports book and passable restaurants,2016-12-13,0.0209997296333313,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_12,1,2,1,0,restaurant,318,1,4,223,12,True,False,Buffet is pretty decent but the casino can be filled with smoke,2017-01-06,0.03670704364776611,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_13,1,2,1,0,restaurant,318,1,4,223,13,True,False,Lots of restaurants as well as the high roller,2017-01-12,-0.030855596065521237,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_14,0,2,2,0,restaurant,318,1,4,223,14,True,False,You can not pre order breakfast until 6 AM bumnmer,2017-01-27,0.03341841697692871,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_15,1,2,1,0,restaurant,318,1,4,223,15,True,False,Food places in the nearby and also Paradise Buffet inhouse,2017-01-30,0.008627176284790039,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_16,2,1,0,1,restaurant,318,1,4,223,16,False,True,Offered specials to local restaurants,2017-02-09,-0.013112723827362059,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_17,0,1,2,1,restaurant,318,1,4,223,17,False,False,There were candy wrappers between head board and mattress,2017-02-13,-0.026033490896224976,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_18,0,2,2,0,restaurant,318,1,4,223,18,True,False,Flamingo no longer Flies Casino Floor shopping area and the restaurant we ate at were all very nice and as expectedout room was really sub par,2017-03-15,0.001139819622039795,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_19,0,2,2,0,restaurant,318,1,4,223,19,True,False,did not eat at the buffet was 30 bucks a person way too much,2017-03-21,-0.017157226800918586,"[0, 675, 825, 1050, 3485]",0.03939665204406164,"['2016-11-07', '2017-04-05']",223_1,a
223_20,0,1,2,1,restaurant,318,2,4,223,20,False,False,everyone in my party had no signal inside the building and we all had different cellphone providers but once we stepped out our signal would go back to normal to full bars,2017-04-10,-0.005430042743682861,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_21,2,2,0,0,restaurant,318,2,4,223,21,True,True,The ambiance and employees were great but we were a little disappointed in the restaurant choices and went elsewhere for most meals,2017-05-23,0.007350087165832519,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_22,2,2,0,0,restaurant,318,2,4,223,22,True,True,There are little shops and restaurants and the Brooklyn Bowl which has bowling and concerts,2017-06-12,0.0195244550704956,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_23,0,2,2,0,restaurant,318,2,4,223,23,True,False,The free continental breakfast comes with a lot of strings attached,2017-08-05,0.03118956089019776,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_24,1,1,1,1,restaurant,318,2,4,223,24,False,False,Centrally located had lunch at Gordon Ramsays fish and chips,2017-08-23 00:00:00,0.03356260061264038,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_25,2,2,0,0,restaurant,318,2,4,223,25,True,True,It was beautiful it had everything you will need restaurants bars and casinos but more importantly it has real flamingos,2017-08-26 00:00:00,0.03405261039733887,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_26,2,2,0,0,restaurant,318,2,4,223,26,True,True,to busy had a job to find a sunbed a lot of young people and loud musichotel room nice and clean would stay again breakfast was good like the food galeryrestaurants expensivesaw a show casino very busy,2017-09-04 00:00:00,-0.01414451003074646,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_27,2,2,0,0,restaurant,318,2,4,223,27,True,True,I went here for the lunch buffet,2017-10-07,0.03825068473815918,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_28,1,1,1,1,restaurant,318,2,4,223,28,False,False,Having the new Alley in the side between LINQ is great now you have much more eateries to choose from and a In n Out on the Strip,2017-10-21,0.02220934629440308,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_29,0,2,2,0,restaurant,318,2,4,223,29,True,False,They gave me 75 after saying breakfast would be nice,2017-10-28,-0.003635823726654053,"[0, 675, 825, 1050, 3485]",-0.016520494798370543,"['2017-04-06', '2017-11-13 00:00:00']",223_2,a
223_30,2,2,0,0,restaurant,318,3,4,223,30,True,True,We enjoyed the Paradise Buffet and the bed was really comfortable in our room The location is great,2018-02-27 00:00:00,0.4997119307518005,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_31,2,2,0,0,restaurant,318,3,4,223,31,True,True,Love the Buffet Restaurant Beautiful Veiw also,2018-02-28 00:00:00,0.4993754029273987,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_32,2,2,0,0,restaurant,318,3,4,223,32,True,True,Had a wonderful steak dinner at Center Cut steakhouse in the hotel,2018-03-31 00:00:00,0.4618384838104248,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_33,1,1,1,1,restaurant,318,3,4,223,33,False,False,The Flamingo is in the heart of the Las Vegas Strip so only walking distance from other Casinos and lots of restaurants and shopping stores,2018-04-17 00:00:00,0.4251379370689392,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_34,2,2,0,0,restaurant,318,3,4,223,34,True,True,Enjoyed the Go pool and excellent Restaurants especially Center Cut,2018-07-03 00:00:00,0.496915340423584,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_36,2,2,0,0,restaurant,318,3,4,223,36,True,True,Love everything from the location to the dining to the gambling to the pool,2018-08-27 00:00:00,0.4892128705978394,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_37,2,2,0,0,restaurant,318,3,4,223,37,True,True,The casinos are very nice and the restaurants and store are very near,2018-10-09 00:00:00,0.4980441331863403,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_38,0,1,2,1,restaurant,318,3,4,223,38,False,False,I graduated from Hospitality and Hotel management so there is a bar I set they did not reach,2018-11-09 00:00:00,-0.024522274732589718,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
223_39,0,1,2,1,restaurant,318,3,4,223,39,False,False,Shopped elsewhere ate 99 of my meals off property and gambled elsewhere too,2019-02-14 04:41:34,0.3069467544555664,"[0, 675, 825, 1050, 3485]",-0.1892698465381146,"['2017-11-14 00:00:00', '2020-04-10 00:00:00']",223_3,
224_0,1,1,1,1,facility,228,0,4,224,0,False,False,You can get amazing trips tours right in the lobby,2015-03-01,0.4967232346534729,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_1,2,2,0,0,facility,228,0,4,224,1,True,True,We were very pleased with the service and amenities and will return in the next few months,2015-04-24,0.4674057960510254,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_2,2,2,0,0,facility,228,0,4,224,2,True,True,Cocktail reception is self serve with unlimited beverages and plenty of tasty appetizers,2015-05-26,0.4986407160758972,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_3,2,2,0,0,facility,228,0,4,224,3,True,True,All the staff were friendly and helpful the room was quite spacious for a city hotel and had all the usual amenities including a coffee machine that also made tea,2015-05-31,0.4990886449813843,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_4,2,2,0,0,facility,228,0,4,224,4,True,True,The restaurant at the lobby is remarkable,2015-07-17,0.4580202102661133,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_5,2,2,0,0,facility,228,0,4,224,5,True,True,i stayed for night only did nt have time to enjoy hotel facilities near bart near sanfran,2016-02-05,0.466711163520813,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_6,2,2,0,0,facility,228,0,4,224,6,True,True,Enjoyed the amenities and staff,2016-09-09,0.4976350069046021,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_7,2,2,0,0,facility,228,0,4,224,7,True,True,Workout facilty excellent with yoga video available,2016-10-24,0.4973681569099426,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_8,2,1,0,1,facility,228,0,4,224,8,False,True,Business tripGreat location near a lot of attractions Clean rooms great bath romhelpful and friendly efficient staflots of restaurants close bydid not eat on propertygym was quite godclean hallways,2017-12-08,0.497338593006134,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_9,2,2,0,0,facility,228,0,4,224,9,True,True,There is a very nice bar which specializes in grappa in the lobby,2018-03-07,0.42714500427246094,"[0, 530, 725]",0.15044026869520719,"['2015-01-01', '2018-06-30']",224_0,b
224_10,2,1,0,1,facility,228,1,4,224,10,False,True,The staff charged us for breaks fast but we brought this to reception and they took the amount off,2018-07-11,-0.4722313582897186,"[0, 530, 725]",0.05059657969748192,"['2018-07-02', '2020-03-13']",224_1,
